"Group.1","Group.2","u_teamid","count","AME","lower","upper","error","z","p","inv_weight","num_countries","Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","Stock","Flow","ChangeFlow","main_IV_as_control","twowayfe","cluster_any","mlm_any","mlm_re","mlm_fe","hybrid_mlm","level_cyear","level_country","level_year","country_dummies_only","year_dummies_only","year_as_count","logit","ologit","lpm","listwise","multimpute","ols","mlogit","ml_glm","bayes","L2boots","weights","pseudo_pnl","stata","r","mplus","spss","mlwin","dichotomize","categorical","mmodel","unbalpanel","w1985","w1990","w1996","w2006","w2016","AU","AT","BE","BG","CA","CL","HR","CY","CZ","DK","FI","FR","DE","HU","IS","IN","IE","IL","IT","JP","KR","LV","LT","NT","NZ","NO","PH","PL","PT","RU","SK","SI","ES","SE","CH","UK","US","ZA","TW","TR","UY","VE","orig13","orig17","eeurope","allavailable","emigration_ivC","emplrate_ivC","socx_ivC","unemprate_ivC","gdp_ivC","unchange_ivC","poverty_ivC","fbunemprate_ivC","fbunempchange_ivC","fbeducrate_ivC","fbeducratechange_ivC","socxchg_ivC","gdpchange_ivC","ginin_ivC","mcp_ivC","regime_ivC","socialistdummy_ivC","targeting_ivC","socx_programspecific_ivC","conservatism_ivC","decomm_ivC","tradeunion10_ivC","subFB_ivC","socult_ivC","fract_ivC","antiimm_ivC","pop_ivC","age_iv","age2_iv","sex_iv","employed_iv","income_iv","occclass_iv","occstatus_iv","education_iv","married_iv","household_iv","reldenom_iv","relattend_iv","publice_iv","urban_iv","fb_iv","cuts_iv","taxes_iv","upol_iv","leftright_iv","trust_iv","efficacy_iv","fbXnet","netXcons","netXeduc","netXage","netXsex","netXunemp","netXinc","fbXeduc","fbXage","fbXsex","fbXunemp","fbXgini","fbXurban","fbXinc","squared_imm","fractXfb","fbXleftright","anynonlin","Hsupport","Hreject","Hnotest","Hmixed","Hsupport_stock","Hreject_stock","Hnotest_stock","Hsupport_net","Hreject_net","Hnotest_net","team_size","AME_Z","lower_Z","upper_Z","Hresult","Hsup","Hrej","Hno","countries","AME_sup_p05","AME_sup_p10","AME_neg_p05","AME_ns_p05","backgr_degree1","v_171","v_181","v_191","v_201","v_211","backgr_exp_teach_stat1","backgr_exp_famil_mlm1","belief_H1_11","belief_agecare_11","belief_unempl_11","belief_income_11","belief_housing_11","belief_labour_11","belief_health_11","belief_certainty_11","attitude_immigration_11","attitude_importance_11","awareness_study1","v_331","v_341","v_351","v_361","v_371","v_381","v_391","v_401","v_411","v_431","belief_H1_21","belief_agecare_21","belief_unempl_21","belief_income_21","belief_housing_21","belief_labour_21","belief_health_21","belief_certainty_21","delib_success1","delib_changemind1","delib_learn1","delib_gooddifficulty1","delib_enjoy1","delib_notcontrolling1","belief_H1_31","belief_agecare_31","belief_unempl_31","belief_income_31","belief_housing_31","belief_labour_31","belief_health_31","belief_certainty_31","v_881","v_891","v_901","v_911","v_931","v_941","v_951","v_961","v_981","v_991","v_1001","v_1011","v_1021","v_1101","backgr_pub_immigration1","backgr_pub_statistics1","backgr_pub_mlm1","model_eval1","backgr_degree2","v_172","v_182","v_192","v_202","v_212","backgr_exp_teach_stat2","backgr_exp_famil_mlm2","belief_H1_12","belief_agecare_12","belief_unempl_12","belief_income_12","belief_housing_12","belief_labour_12","belief_health_12","belief_certainty_12","attitude_immigration_12","attitude_importance_12","awareness_study2","v_332","v_342","v_352","v_362","v_372","v_382","v_392","v_402","v_412","v_432","belief_H1_22","belief_agecare_22","belief_unempl_22","belief_income_22","belief_housing_22","belief_labour_22","belief_health_22","belief_certainty_22","delib_success2","delib_changemind2","delib_learn2","delib_gooddifficulty2","delib_enjoy2","delib_notcontrolling2","belief_H1_32","belief_agecare_32","belief_unempl_32","belief_income_32","belief_housing_32","belief_labour_32","belief_health_32","belief_certainty_32","v_882","v_892","v_902","v_912","v_932","v_942","v_952","v_962","v_982","v_992","v_1002","v_1012","v_1022","v_1102","backgr_pub_immigration2","backgr_pub_statistics2","backgr_pub_mlm2","model_eval2","backgr_degree3","v_173","v_183","v_193","v_203","v_213","backgr_exp_teach_stat3","backgr_exp_famil_mlm3","belief_H1_13","belief_agecare_13","belief_unempl_13","belief_income_13","belief_housing_13","belief_labour_13","belief_health_13","belief_certainty_13","attitude_immigration_13","attitude_importance_13","awareness_study3","v_333","v_343","v_353","v_363","v_373","v_383","v_393","v_403","v_413","v_433","belief_H1_23","belief_agecare_23","belief_unempl_23","belief_income_23","belief_housing_23","belief_labour_23","belief_health_23","belief_certainty_23","delib_success3","delib_changemind3","delib_learn3","delib_gooddifficulty3","delib_enjoy3","delib_notcontrolling3","belief_H1_33","belief_agecare_33","belief_unempl_33","belief_income_33","belief_housing_33","belief_labour_33","belief_health_33","belief_certainty_33","v_883","v_893","v_903","v_913","v_933","v_943","v_953","v_963","v_983","v_993","v_1003","v_1013","v_1023","v_1103","backgr_pub_immigration3","backgr_pub_statistics3","backgr_pub_mlm3","model_eval3","u_delibtreatmentgroup1","stat1","stat2","stat3","stat4","stat5","stat6","stat7","topic1","topic2","topic3","topic4","topic5","topic6","topic7","topic8","topic9","belief1","belief2","belief3","belief4","belief5","belief6","belief7","belief_strength","pro_immigrant","changemind_delib","topic_interest","pub_interest","belief_1_avg","belief_2_avg","stat","topic","belief","score_waves","score_cases","score_levels","score_mlm","score_mator","score_weight","total_score","inv_weight_H","pos_test_team_p05","neg_test_team_p05","ns_test_team_p05","pos_test_pct_p05","pos_test_pct_p10","neg_test_pct_p05","ns_test_pct_p05","stat_cat","belief_cat","topic_cat","total_score_cat","stats_ipred","topic_ipred","belief_ipred","BELIEF_HYPOTHESIS","PRO_IMMIGRANT","TOPIC_KNOWLEDGE","STATISTICS_SKILL","MODEL_SCORE"
1,"No test",1,52.5,NA,NA,NA,NA,NA,NA,8,13,0.25,0.25,0.25,0.25,0,0,0,0.5,0.5,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"No test",0,0,1,13,NA,NA,NA,NA,3,1,3,1,3,3,8,4,2,4,2,1,1,2,3,4,4,3,NA,4,4,1,0,0,0,0,0,2,4,3,3,2,2,4,4,3,2,5,2,5,4,2,3,3,3,2,3,3,2,3,2,2,5,4,4,5,5,2,1,3,2,2,2,4,1,0,1,1,3.83333325386047,7,1,3,1,1,2,9,4,3,3,2,3,2,2,3,4,2,3,NA,6,3,1,0,0,0,0,0,2,4,4,4,4,4,2,4,4,4,1,2,7,3,4,5,3,3,3,3,3,3,3,2,3,5,3,4,5,4,3,1,4,4,2,2,4,1,0,1,1,3.83333325386047,6,1,1,1,1,3,4,3,2,3,1,1,1,5,1,7,6,3,NA,5,4,1,0,0,0,0,0,2,2,2,3,2,2,2,4,2,6,6,4,5,3,4,3,1,3,1,3,1,4,1,6,3,1,4,4,5,4,3,1,4,3,1,1,4,1,0,0,1,3.83333325386047,1,3,3,4,9,4,3,3,1,1,3,3,0,0,0,0,0,2.33333333333333,3.33333333333333,1.66666666666667,1.66666666666667,1.33333333333333,3,2.33333333333333,7,3,4,3,4,2.33333333333333,3,0.248746192625613,-0.292477632112808,-0.39833397422834,0.26650367,0.34229829,0.37041565,0.50977995,0.35696822,0.3,0.357660963333333,8,0,0,0,0,0,0,0,"Low","Lowest","Lowest","Low",0.180248706067839,-0.213873740679253,-0.461051824719073,"Low","Low","Low","Mid","Mid"
2,"No test",2,58.5,-0.0537875,-0.110905,0.0033275,0.0571175,-1.30028,0.19454,4,20.75,1,1,1,1,0,1,1,0.25,0.75,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.75,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,1,0,NA,NA,NA,NA,NA,NA,3,-0.00850015540992609,-0.0212623698197025,0.00425955899985035,"No test",0,0,1,20.75,0.5,0.5,0,0.5,4,1,1,2,3,3,2,5,2,3,2,2,3,3,3,3,4,3,2,3,4,0,1,0,0,0,0,2,4,2,3,2,2,3,3,3,3,6,3,2,5,4,2,2,3,2,2,3,2,3,3,2,4,4,5,5,2,1,4,4,1,1,1,3,1,0,0,1,4.85714292526245,4,2,1,2,3,3,6,3,3,3,3,3,3,3,3,1,3,4,1,3,5,1,0,0,0,0,0,3,5,3,3,3,3,3,3,3,1,5,2,5,5,3,2,3,3,3,3,3,3,3,4,4,1,5,5,5,5,1,5,1,1,1,1,1,1,1,0,1,4.85714292526245,4,3,2,1,3,3,9,5,3,3,3,3,3,3,3,6,3,2,3,4,4,0,0,1,0,0,1,3,4,3,3,3,3,3,3,3,6,5,3,2,5,3,3,3,3,3,3,3,3,3,6,4,5,3,3,5,4,3,3,2,1,1,1,3,1,1,1,1,4.85714292526245,0,3,3,5,9,5,2,3,3,2,3,4,1,1,0,0,1,2.66666666666667,3,2.66666666666667,2.66666666666667,3,3,3,6,3.66666666666667,3,4,5,2.66666666666667,2.66666666666667,0.552621830509526,0.555601209178509,0.296789104035648,1,NA,0.37041565,0.50977995,0.59046455,0.3,0.55413203,4,2,0,2,0.5,0.5,0,0.5,"High","High","High","Highest",0.546922702402738,0.238467835806846,0.250565602024423,"High","Mid","Mid","High","High"
3,"No test",3,66.5,8.33333333333337e-05,-0.0108333333333333,0.01075,0.0109166666666667,-0.787925,0.232515,12,13,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,2,-0.00156632861330446,-0.00485330877677135,0.00153938746460568,"No test",0,0,1,13,0.416666666666667,0.416666666666667,0.25,0.333333333333333,4,1,1,1,1,1,1,3,2,3,2,2,2,3,3,5,2,4,2,5,3,0,1,0,0,0,0,4,5,2,3,2,2,2,3,3,5,2,3,5,3,1,2,2,3,2,2,2,2,3,4,4,5,4,4,4,4,4,3,4,1,2,1,4,1,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,1,2,3,3,5,2,3,2,1,2,2,3,5,2,4,2,7,4,0,1,0,0,0,1,2,4,2,3,2,4,2,3,3,3,6,2,5,4,2,1,2,3,1,2,1,1,3,4,4,1,3,4,5,5,3,4,4,2,2,1,4,1,1,1,1,4,1,2,3,4,3,5,2,3,2,1,2,4,1,0,0,0,1,2,3,2,1.5,2,2.5,3,5,5,3,4,4,2,2,0.140273545424537,-0.128906894482425,-0.407571195991811,0.49511002,0.34229829,0.04889976,0.37408313,0.44254279,0.3,0.333822331666667,12,5,3,4,0.416666666666667,0.416666666666667,0.25,0.333333333333333,"Low","Lowest","Low","Lowest",0.0584849625854526,-0.0190451932771885,-0.348691545813543,"Low","High","Mid","Mid","Low"
5,"No test",5,88.5,0.0009540625,-0.03425625,0.03616625,0.0352103125,0.091281875,0.399755,32,18,0.25,0.25,0.25,0.25,0,0,0,0.5,0.5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,1,0,0.5,0,0.5,0.5,0,0,0.25,0.5,1,0.5,0.75,1,0.5,0,0.5,1,0,0.25,0.5,0.75,0,0.5,0.5,1,0,0.25,0.25,0,0.5,0.75,1,1,0.5,0.75,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,3,-0.000582442947485603,-0.0326991237781814,0.0315361128832102,"No test",0,0,1,18,0.03125,0.09375,0.03125,0.9375,4,1,1,1,3,1,6,4,2,3,2,2,2,2,3,2,4,3,NA,6,4,1,0,0,0,0,0,2,2,2,4,3,2,3,2,2,3,2,2,5,4,4,2,3,3,3,3,3,3,3,5,3,5,4,4,4,NA,2,1,3,1,2,2,2,1,0,0,0,4.2857141494751,1,1,1,1,2,2,2,4,2,3,2,1,2,2,3,2,3,4,NA,6,4,1,0,0,0,0,0,2,4,2,4,3,2,4,2,4,3,5,2,5,4,2,1,3,4,3,3,3,2,4,4,2,5,2,4,5,4,3,1,3,1,2,2,1,2,0,0,1,4.2857141494751,4,1,1,1,3,2,1,4,2,3,2,2,3,2,3,2,3,5,NA,7,4,0,1,0,0,0,0,2,4,2,3,4,2,2,4,4,3,5,3,5,4,5,3,3,3,4,3,3,3,3,5,4,1,5,5,5,5,5,1,2,2,3,2,1,2,0,0,1,4.2857141494751,0,2,2,4,6,4,1,2,1,1,3,4,1,0,0,0,0,2,3,2,1.66666666666667,2.33333333333333,2,3,2,3.66666666666667,3,4,5,2,2,-0.217313287009831,-0.292513697913612,-0.365708034075448,NA,0.91381418,0.59168704,0.50977995,0.44254279,0.3,0.551564792,32,1,1,30,0.03125,0.09375,0.03125,0.9375,"Low","Lowest","Lowest","Highest",-0.136176117213491,-0.132229516675183,-0.297076079759179,"Low","Mid","Mid","Mid","High"
18,"No test",18,182.5,0.0100833333333333,-0.00741666666666667,0.0275,0.0175,2.81551166666667,0.1226925,12,18,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0.5,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,3,0.00362215737566866,-0.000336867479012821,0.00756658481146005,"No test",0,0,1,18,0.0833333333333333,0.0833333333333333,0.666666666666667,0.25,4,1,1,1,3,2,1,3,2,3,2,2,2,2,3,3,4,2,NA,8,4,0,1,0,0,0,0,2,4,2,3,2,2,2,3,2,4,6,3,6,4,5,3,4,4,2,3,4,4,4,3,3,4,5,5,4,3,4,4,3,1,1,1,2,1,0,0,1,5.25,4,1,1,1,1,1,1,4,2,3,4,2,2,2,3,1,1,4,NA,7,3,1,0,0,0,0,0,2,5,3,3,3,3,3,3,3,2,2,2,6,5,1,1,3,3,2,3,4,2,4,2,5,1,5,3,4,4,4,1,2,1,1,1,2,1,0,0,0,5.25,4,1,1,2,1,1,2,2,4,3,4,4,3,4,3,2,1,5,NA,4,4,0,0,1,0,0,0,2,4,4,4,3,2,4,2,3,3,3,3,3,4,2,3,4,4,4,2,4,4,4,3,2,2,2,1,2,2,2,4,1,2,3,3,2,1,0,0,0,5.25,1,3,3,4,2,4,1,2,1,2,3,5,1,1,0,0,0,2.66666666666667,3,3.33333333333333,2.66666666666667,2.33333333333333,2.66666666666667,3,3,5,3,5,5,2.66666666666667,3,-0.138496600658727,0.161993154933088,0.304412993172489,0.49511002,0.91381418,0.04889976,0.37408313,0.44254279,0.3,0.42907498,12,1,8,3,0.0833333333333333,0.0833333333333333,0.666666666666667,0.25,"Low","High","Low","High",-0.358516530622053,-0.0766422334493972,0.201433323773797,"High","High","Mid","Low","Mid"
32,"No test",32,402,0.00808,-0.03134,0.04751,0.03942,0.40179,0.68784,1,11,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,3,0.00808,-0.03134,0.04751,"No test",0,0,1,11,0,0,0,1,3,1,1,1,1,2,1,5,2,3,2,2,2,2,2,3,1,5,NA,8,4,0,1,0,0,0,0,2,4,2,3,2,3,3,2,3,5,6,2,5,5,5,4,3,3,2,2,4,2,4,5,5,4,5,5,5,4,4,1,3,1,1,1,2,2,0,0,1,4.14285707473755,4,2,1,1,1,2,1,3,3,3,2,3,3,4,2,2,4,4,NA,5,4,0,1,0,0,0,0,2,4,3,3,2,3,2,4,3,2,2,2,6,4,2,3,3,3,3,3,3,3,3,5,2,4,4,4,4,4,2,1,2,1,1,1,1,1,1,0,1,4.14285707473755,3,3,3,1,2,3,6,4,3,3,3,3,3,3,3,5,2,4,NA,4,3,1,0,0,0,0,0,2,4,2,3,2,3,4,4,3,3,5,3,5,4,2,3,3,3,2,3,3,2,3,5,4,1,4,4,5,4,2,1,2,1,2,1,3,1,1,1,1,4.14285707473755,1,3,3,4,6,5,3,3,3,1,2,5,1,0,0,0,0,2.66666666666667,3,2.33333333333333,2.66666666666667,2.66666666666667,3,2.33333333333333,5,4.66666666666667,3,5,5,2.66666666666667,2.33333333333333,0.419408201329059,0.0577375482488929,0.0712504412902369,0.49511002,NA,0.04889976,0.68826406,0.09779951,0.77506112,0.421026894,1,0,0,1,0,0,0,1,"High","Low","Low","High",0.201900550158764,-0.0861575647181135,0.108258903818018,"Mid","High","Mid","High","Mid"
54,"No test",54,603.5,0.0296116666666667,0.0015675,0.0576525,0.0280441666666667,1.109105,0.244154166666667,12,24,1,1,1,1,0,0,1,0.5,0.5,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0.666666666666667,1,1,1,1,0,0,0,1,1,0.666666666666667,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0.666666666666667,0,1,1,1,1,1,1,0.666666666666667,0,0,0,0,0,0,1,1,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0.00494440905042069,-0.00279241905313479,0.0126785911797873,"No test",0,0,1,24,0,0,0.333333333333333,0.666666666666667,4,1,3,1,3,3,1,5,2,3,2,2,2,2,2,4,3,1,NA,4,3,0,1,0,0,0,0,2,4,2,3,2,2,2,3,3,4,4,2,5,3,3,3,3,3,3,3,3,3,3,1,2,4,2,4,5,2,2,1,2,1,1,1,2,1,0,1,1,4.19999980926514,3,3,3,1,3,1,2,4,3,3,2,3,3,2,3,1,2,4,NA,8,4,0,1,0,0,0,0,3,4,3,3,2,2,2,2,3,2,4,2,2,4,3,3,3,3,3,3,3,3,3,1,4,5,5,4,5,3,3,1,4,1,1,1,3,1,1,1,0,4.19999980926514,3,2,1,1,2,1,1,4,2,4,2,2,2,3,2,2,2,5,NA,3,3,0,1,0,0,0,1,2,5,2,4,2,2,2,2,2,2,5,2,3,5,5,4,2,3,2,2,2,2,2,3,5,1,4,5,5,4,3,1,3,1,1,1,2,2,1,0,0,4.19999980926514,1,3,3,4,2,5,3,3,3,1,3,5,1,0,0,0,1,2.33333333333333,3.33333333333333,2,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,4,4.66666666666667,2,5,5,2.33333333333333,2.33333333333333,0.345864639204975,0.206344861527665,-0.210605349305004,0.83170334,0.91381418,0.04889976,0.68826406,0.59046455,0.77506112,0.641367835,12,0,4,8,0,0,0.333333333333333,0.666666666666667,"High","Low","Low","Highest",0.30025811060808,0.0897855700721243,-0.140764438173383,"Mid","High","Mid","High","High"
64,"No test",64,743.5,0.00278375,-0.097274375,0.10284375,0.100058125,0.57621375,0.4577,16,16.1875,1,1,1,1,1,1,1,0.5,0.5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5,0.5,0.75,0,0.5,0,0,0,0,0,1,0.5625,1,1,1,1,0.375,0,0,0,0,0.625,0,1,0,0,0.75,1,0,0,0,0,0.5,0.75,1,1,1,0.625,0.75,0,0,0,0,0,0,0,1,1,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,3,0.00415915564800926,-0.0193128979599731,0.0276325687366332,"No test",0,0,1,16.1875,0,0,0,1,4,1,1,1,1,1,2,3,3,3,3,2,2,3,3,3,2,3,NA,8,4,1,0,0,0,0,0,2,4,3,3,2,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4.85714292526245,1,1,1,1,1,1,1,2,2,3,4,2,3,4,3,3,5,3,NA,5,4,1,0,0,0,0,0,2,2,2,3,2,2,3,3,3,3,4,2,5,2,2,3,2,3,2,2,2,2,2,3,2,4,4,3,5,5,1,2,4,1,4,3,3,1,0,0,0,4.85714292526245,4,1,1,1,1,1,1,3,2,3,2,2,2,3,2,1,2,4,NA,4,4,0,1,0,0,0,0,2,4,3,3,4,4,4,4,3,2,3,3,7,3,4,2,4,3,2,3,4,3,4,2,5,3,2,4,4,5,2,4,4,1,3,1,2,2,0,0,0,4.85714292526245,0,1,3,4,2,3,1,1,1,1,1,5,1,0,0,0,0,2.33333333333333,3,3,2,2.33333333333333,3.33333333333333,2.66666666666667,3,4,3,5,4,2.33333333333333,2.66666666666667,-0.782896894602999,-0.551819823519793,0.00380812463138306,NA,0.91381418,0.59168704,0.50977995,0.59046455,0.3,0.581149144,16,0,0,16,0,0,0,1,"Lowest","Low","Lowest","Highest",-0.863069674199395,-0.284249223952075,-0.101450903333681,"Mid","Mid","Low","Low","High"
73,"No test",73,945.5,0.0047425,-0.0050425,0.0145275,0.009785,0.0899425,0.350206666666667,12,13,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0.5,0.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,1,0.00577903758980408,-0.00164488374907059,0.0132043336469676,"No test",0,0,1,13,0.166666666666667,0.166666666666667,0.166666666666667,0.666666666666667,3,1,2,1,1,2,3,4,3,3,2,3,3,3,3,2,1,3,2,5,4,0,1,0,0,0,1,1,2,2,3,2,2,3,3,3,3,5,3,6,3,5,3,3,3,2,3,2,3,3,3,4,1,4,5,5,5,2,1,3,2,3,2,1,2,0,1,1,5.14285707473755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,4,3,4,2,2,1,1,1,4,1,0,0,0,1,3,3,2,3,3,3,3,2,6,3,4,4,3,2,-0.348401680972823,-0.312627740594581,0.310193314546961,0.49511002,0.34229829,0.04889976,0.68826406,0.49022005,0.77506112,0.473308883333333,12,2,2,8,0.166666666666667,0.166666666666667,0.166666666666667,0.666666666666667,"Lowest","High","Lowest","High",-0.108597269003055,-0.0390202977321969,0.381718435976313,"High","High","Mid","Mid","Mid"
