"Group.1","Group.2","u_teamid","count","AME","lower","upper","error","z","p","inv_weight","Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","Stock","Flow","ChangeFlow","main_IV_as_control","twowayfe","cluster_any","mlm_any","mlm_re","mlm_fe","hybrid_mlm","level_cyear","level_country","level_year","country_dummies_only","year_dummies_only","year_as_count","logit","ologit","lpm","listwise","multimpute","ols","mlogit","ml_glm","bayes","L2boots","weights","pseudo_pnl","stata","r","mplus","spss","mlwin","dichotomize","categorical","mmodel","unbalpanel","w1985","w1990","w1996","w2006","w2016","AU","AT","BE","BG","CA","CL","HR","CY","CZ","DK","FI","FR","DE","HU","IS","IN","IE","IL","IT","JP","KR","LV","LT","NT","NZ","NO","PH","PL","PT","RU","SK","SI","ES","SE","CH","UK","US","ZA","TW","TR","UY","VE","orig13","orig17","eeurope","allavailable","emigration_ivC","emplrate_ivC","socx_ivC","unemprate_ivC","gdp_ivC","unchange_ivC","poverty_ivC","fbunemprate_ivC","fbunempchange_ivC","fbeducrate_ivC","fbeducratechange_ivC","socxchg_ivC","gdpchange_ivC","ginin_ivC","mcp_ivC","regime_ivC","socialistdummy_ivC","targeting_ivC","socx_programspecific_ivC","conservatism_ivC","decomm_ivC","tradeunion10_ivC","subFB_ivC","socult_ivC","fract_ivC","antiimm_ivC","pop_ivC","age_iv","age2_iv","sex_iv","employed_iv","income_iv","occclass_iv","occstatus_iv","education_iv","married_iv","household_iv","reldenom_iv","relattend_iv","publice_iv","urban_iv","fb_iv","cuts_iv","taxes_iv","upol_iv","leftright_iv","trust_iv","efficacy_iv","fbXnet","netXcons","netXeduc","netXage","netXsex","netXunemp","netXinc","fbXeduc","fbXage","fbXsex","fbXunemp","fbXgini","fbXurban","fbXinc","squared_imm","fractXfb","fbXleftright","anynonlin","Hsupport","Hreject","Hnotest","Hmixed","Hsupport_stock","Hreject_stock","Hnotest_stock","Hsupport_net","Hreject_net","Hnotest_net","AME_Z","lower_Z","upper_Z","Hresult","Hsup","Hrej","Hno","AME_sup_p05","AME_sup_p10","countries","belief_strength","pro_immigrant","changemind_delib","topic_interest","pub_interest","team_size","stat","topic","belief","score_waves","score_cases","score_levels","score_mlm","score_mator","score_weight","total_score","pos_test_pct_p05","pos_test_pct_p10","stat_cat","belief_cat","topic_cat","total_score_cat"
77,"Reject",77,973,-0.10675,-0.874,0.59,0.76725,0.1703,0.22272,6,1,1,1,1,1,1,1,0,1,0,NA,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.0187014773024742,-0.153115608078336,0.103361794927023,"Reject",0,1,0,0,0,24,4,2,2,5,4,2,0.0902180843945103,0.0601373838887287,0.0716127740151995,NA,0.91381418,0.59168704,0.50977995,0.473716385,0.3,0.557799511,0,0,"Low","Low","Low","Highest"
83,"Reject",83,992.5,-0.00312833333333333,-0.02241,0.01615,0.0192816666666667,0.24189,0.179165,12,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00054805109909046,-0.00392599631239762,0.00282931014927361,"Reject",0,1,0,0.333333333333333,0.333333333333333,11,2,4,2,2,4,1,-0.882335847270304,-0.640877963287536,0.450919878071443,0.49511002,NA,0.04889976,0.37408313,0.44254279,0.3,0.33212714,0.416666666666667,0.416666666666667,"Lowest","High","Lowest","Lowest"
84,"Reject",84,1004.5,0.0278333333333333,0.015,0.0405,0.0128333333333333,5.58357166666667,0.03633,12,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.00487610727480591,0.00262784224390737,0.00709517405854991,"Reject",0,1,0,0,0,13,2,2.5,3,2,5,2,-0.150023359118102,-0.393413619685178,0.234969397662517,0.26650367,0.34229829,0.04889976,0.37408313,0.49022005,0.3,0.303667483333333,0,0,"Low","Low","Lowest","Lowest"
87,"Reject",87,1070.5,0.0766666666666667,-0.123333333333333,0.271666666666667,0.2,0.919603333333333,0.241471666666667,12,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0134311936910821,-0.0216067028943495,0.047593142861878,"Reject",0,1,0,0,0,31,1,2,3,4,4,1,-0.291954462173234,-0.53898036286877,0.784693528404535,0.49511002,0.91381418,0.37041565,0.50977995,0.35696822,0.3,0.49101467,0,0,"Lowest","Highest","Lowest","High"
93,"Reject",93,1088.5,-0.013056,-0.02664,0.000576,0.013584,-1.665746,0.331742,20,0.5,0.5,0.5,0.5,0.5,0.5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0.8,0,0,1,1,0.8,0,0,0,0,0,1,0,0.8,0,0,1,1,0,0,0,0,0,0.8,1,1,1,1,1,0,0,0,0,0,0,0,0.8,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00228727388909698,-0.0046670478251795,0.000100909142166043,"Reject",0,1,0,0.4,0.5,14.2,3,3.33333333333333,3,5,4,2,-0.435813658198548,-0.151850632248115,-0.103697838237878,0.49511002,0.91381418,0.04889976,0.37408313,0.59046455,0.3,0.435325183733333,0.2,0.3,"Lowest","Low","Low","High"
94,"Reject",94,1102.5,-0.129666666666667,-0.241666666666667,-0.0178333333333333,0.112,-2.26234166666667,0.0287916666666667,12,1,1,1,1,1,1,1,0,1,0,1,0.833333333333333,0,0.166666666666667,0.166666666666667,0,0,0,0.166666666666667,0.166666666666667,0,0,0,0,0,0,1,0,0.833333333333333,0,0.166666666666667,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0.166666666666667,0,0.166666666666667,0,0,0.166666666666667,0,0,0,0,0,0,0.666666666666667,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.0227162362862215,-0.0423374583740633,-0.00312421244553432,"Reject",0,1,0,1,1,15,2,5,2,4,4,2,-0.880255966861752,-0.662579293770863,0.450799751143828,0.49511002,NA,0.130195603333333,0.396699266666667,0.17991035,0.3,0.300383048,0.5,0.5,"Lowest","High","Lowest","Lowest"
95,"Reject",95,1111.5,0.0251825,-0.095335,0.1457025,0.1205175,0.5975375,0.2409375,8,0.25,0.25,0.25,0.25,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,0.00441170915381316,-0.0167016893548606,0.0255255456361943,"Reject",0,1,0,0,0.25,23,4,2,2,4,4,3,0.503013779234773,0.349883438148507,0.452610982027595,0.49511002,0.91381418,0.04889976,0.68826406,0.09779951,0.3,0.423981255,0,0.125,"High","High","High","High"
96,"Reject",96,1166,0.005448125,-0.102820208333333,0.113716666666667,0.108268333333333,0.808381875,0.356058125,96,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,1,0,0.375,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0,0,1,0,0.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5,0,0,0.75,1,0.75,1,0,0,0,0.75,0,0,0,0,0.75,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0.5,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,0.000954454201672524,-0.0180130191323794,0.0199219640335334,"Reject",0,1,0,0.0416666666666667,0.0833333333333333,13.5,1,1,3,4,5,1,-0.276009659633413,-0.561037845881629,-1.23602489645084,0.5113080675,0.6176650375,0.04889976,0.601466995,0.27017115,0.3,0.391585168333333,0.114583333333333,0.135416666666667,"Lowest","Lowest","Lowest","Low"
97,"Reject",97,1218.5,0.001255,-0.0555466666666667,0.0580583333333333,0.0568016666666667,-0.113055,0.435293333333333,12,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,0.000219862801073584,-0.00973119181166055,0.0101712093962793,"Reject",0,1,0,0.166666666666667,0.166666666666667,16,2,2,3,3,5,2,-0.141487645801459,-0.441480657223646,0.579752018669781,0.49511002,0.91381418,0.04889976,0.37408313,0.49022005,0.3,0.43702119,0.0833333333333333,0.0833333333333333,"Low","High","Lowest","High"
98,"Reject",98,1245.5,-0.017040625,-0.06762875,0.03354625,0.050588125,-0.584650625,0.530931875,32,0.25,0.25,0.25,0.25,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,1,1,0,0,0,1,0,-0.00298533828250561,-0.0118478457435101,0.00587695019164519,"Reject",0,1,0,0,0.0625,22,6,1.5,3,2,3,2,-0.622955629568344,-0.401043606173922,-0.331756186720368,0.49511002,0.91381418,0.66136919,0.50977995,0.09779951,0.3,0.496312141666667,0,0.03125,"Lowest","Lowest","Lowest","High"
104,"Reject",104,1304,-0.023713,-0.9813475,0.6186325,9.576345,-0.73435,0.003805,4,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,1,0,0,0,1,0,-0.00415426820865171,-0.171921761096859,0.108377907796935,"Reject",0,1,0,0.5,0.5,13,5,3.5,2,3,4,2,0.258888188915897,0.00892102866607417,0.231611560688137,0.49511002,0.34229829,0.53667482,0.50977995,0.35696822,0.3,0.423471883333333,0.25,0.25,"High","Low","Low","High"
6,"Support",6,110.5,-0.3296325,-0.7767525,0.1174875,0.44712,-1.441135,0.2040875,8,0.25,0.25,0.25,0.25,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,-0.0577481472309865,-0.136078868837378,0.0205825743754045,"Support",1,0,0,0.25,0.5,15,4,3,2,5,3,2,0.787790282123816,1.44837000911246,-0.192412890017331,0.49511002,NA,0.04889976,0.68826406,0.49022005,0.3,0.404498778,0.375,0.5,"Highest","Low","Highest","Low"
7,"Support",7,120,-0.391782,-0.609196,-0.174366,0.217414,-3.502802,0.002538,10,0.4,0.4,0.4,0.4,0,0,0.2,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.2,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,-0.0686360860001679,-0.106724732241293,-0.0305470893800769,"Support",1,0,0,1,1,15,5,3,3,4,4,3,0.362844059550594,-0.0140273044526838,0.20964397405074,1,NA,0.37041565,0.50977995,0.59046455,0.3,0.55413203,0.5,0.5,"High","Low","Low","Highest"
10,"Support",10,132.5,-0.114555,-0.154406666666667,-0.074705,0.0398516666666667,-4.46518666666667,0.00337166666666667,12,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,-0.0200688312167206,-0.0270504240938394,-0.0130875303220734,"Support",1,0,0,0.833333333333333,0.833333333333333,6,5,3,2,5,5,1,0.419781778607029,0.527529025893923,0.445818388752728,0.49511002,NA,0.37041565,0.50977995,0.09779951,0.3,0.354621026,0.583333333333333,0.666666666666667,"High","High","High","Low"
19,"Support",19,195.2,-0.020102,-0.053778,0.013572,0.033676,-1.558924,0.025978,10,1,1,1,1,1,1,1,0,1,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,-0.00352165898580174,-0.00942134001285672,0.00237767166228739,"Support",1,0,0,0.4,0.8,17,4,2,3,5,3,3,0.214120863852526,-0.078492835033766,-0.0953454042805692,0.26650367,NA,0.04889976,0.37408313,0.09779951,0.3,0.217457214,0.4,0.6,"Low","Low","Low","Lowest"
21,"Support",21,203,-0.07136,-0.10833,-0.03439,0.03697,-3.78367,0.00015,2,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,-0.012501521501682,-0.0189782766854991,-0.00602476631786497,"Support",1,0,0,1,1,11,4,2,4,5,4,1,-0.567260655228473,-0.163751221349704,0.251149637366048,0.49511002,NA,0.04889976,0.37408313,0.09779951,0.3,0.263178484,1,1,"Lowest","High","Low","Lowest"
26,"Support",26,259.5,-0.092445,-0.200355,0.015465,0.10791,-1.25671,0.33812,4,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.5,0,0.5,0,0,1,1,0,0.5,0,0,0,0.5,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,-0.0161953917492012,-0.0351000888518708,0.0027093053534685,"Support",1,0,0,0.5,0.5,18,4,3.5,2,5,5,2,0.245559305504766,1.15740595659466,0.37941207707803,0.49511002,0.91381418,0.53667482,0.50977995,0.59046455,0.3,0.557640586666667,0.75,0.75,"Low","High","Highest","Highest"
42,"Support",42,486,-0.13612,-0.1711,-0.10114,0.03498,-7.62577,1e-05,2,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,-0.0238467924160448,-0.0299749205288368,-0.0177186643032528,"Support",1,0,0,1,1,11,4,3.66666666666667,2,4,4,3,-0.0638789151082895,0.569053239147846,-0.120358930648151,0.49511002,NA,0.59168704,0.82885086,0.59046455,0.3,0.561222494,1,1,"Low","Low","High","Highest"
58,"Support",58,632.5,-0.1037975,-0.20890125,0.00130458333333333,0.10510375,-2.13668541666667,0.10745875,36,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,1,0,0.25,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,-0.0181842303541317,-0.036597301970337,0.000228549279602055,"Support",1,0,0,0.541666666666667,0.666666666666667,22,6,2.33333333333333,4,5,5,3,-0.104496199254052,-0.0855010498387249,-0.175967019259392,0.78850856,0.91381418,0.59168704,0.50977995,0.49022005,0.3,0.59900163,0.361111111111111,0.444444444444444,"Low","Low","Low","Highest"
65,"Support",65,775.5,-0.0524620833333333,-0.0767620833333333,-0.0281620833333333,0.0243,-3.68129333333333,0.0959425,36,0.25,0.25,0.25,0.25,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0.666666666666667,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0.666666666666667,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,-0.00919080525244816,-0.0134479096875781,-0.00493370081731821,"Support",1,0,0,0.75,0.791666666666667,25.3333333333333,4,3.33333333333333,3,5,5,3,0.570414347247666,0.506723076843262,0.174504557808003,0.49511002,0.91381418,0.59168704,0.50977995,0.44254279,0.3,0.542155663333333,0.5,0.527777777777778,"High","Low","High","Highest"
101,"Support",101,1283.5,0.200992083333333,-0.155347083333333,0.5573325,0.356339166666667,1.42835625,0.280151666666667,48,0.25,0.25,0.25,0.25,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5,0.5,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0.333333333333333,0.333333333333333,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0.035211699151619,-0.0272151752034088,0.0976387924935005,"Support",1,0,0,0.0416666666666667,0.0833333333333333,12,5,1,2,4,5,2,0.00637492816242164,-0.388836946825095,-0.692849270615916,NA,0.34229829,0.59168704,0.50977995,0.44254279,0.3,0.437261614,0.0416666666666667,0.0625,"Low","Lowest","Lowest","High"
