"Group.1","Group.2","u_teamid","count","AME","lower","upper","error","z","p","inv_weight","Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","Stock","Flow","ChangeFlow","main_IV_as_control","twowayfe","cluster_any","mlm_any","mlm_re","mlm_fe","hybrid_mlm","level_cyear","level_country","level_year","country_dummies_only","year_dummies_only","year_as_count","logit","ologit","lpm","listwise","multimpute","ols","mlogit","ml_glm","bayes","L2boots","weights","pseudo_pnl","stata","r","mplus","spss","mlwin","dichotomize","categorical","mmodel","unbalpanel","w1985","w1990","w1996","w2006","w2016","AU","AT","BE","BG","CA","CL","HR","CY","CZ","DK","FI","FR","DE","HU","IS","IN","IE","IL","IT","JP","KR","LV","LT","NT","NZ","NO","PH","PL","PT","RU","SK","SI","ES","SE","CH","UK","US","ZA","TW","TR","UY","VE","orig13","orig17","eeurope","allavailable","emigration_ivC","emplrate_ivC","socx_ivC","unemprate_ivC","gdp_ivC","unchange_ivC","poverty_ivC","fbunemprate_ivC","fbunempchange_ivC","fbeducrate_ivC","fbeducratechange_ivC","socxchg_ivC","gdpchange_ivC","ginin_ivC","mcp_ivC","regime_ivC","socialistdummy_ivC","targeting_ivC","socx_programspecific_ivC","conservatism_ivC","decomm_ivC","tradeunion10_ivC","subFB_ivC","socult_ivC","fract_ivC","antiimm_ivC","pop_ivC","age_iv","age2_iv","sex_iv","employed_iv","income_iv","occclass_iv","occstatus_iv","education_iv","married_iv","household_iv","reldenom_iv","relattend_iv","publice_iv","urban_iv","fb_iv","cuts_iv","taxes_iv","upol_iv","leftright_iv","trust_iv","efficacy_iv","fbXnet","netXcons","netXeduc","netXage","netXsex","netXunemp","netXinc","fbXeduc","fbXage","fbXsex","fbXunemp","fbXgini","fbXurban","fbXinc","squared_imm","fractXfb","fbXleftright","anynonlin","Hsupport","Hreject","Hnotest","Hmixed","Hsupport_stock","Hreject_stock","Hnotest_stock","Hsupport_net","Hreject_net","Hnotest_net","AME_Z","lower_Z","upper_Z","Hresult","Hsup","Hrej","Hno","AME_sup_p05","AME_sup_p10","countries","belief_strength","pro_immigrant","changemind_delib","topic_interest","pub_interest","team_size","stat","topic","belief","score_waves","score_cases","score_levels","score_mlm","score_mator","score_weight","total_score","pos_test_pct_p05","pos_test_pct_p10","stat_cat","belief_cat","topic_cat","total_score_cat"
35,"Reject",35,440.5,0.087,-0.3245,0.504,0.4115,0.373765,0.7088,4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.5,0.5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,0.0152414850146628,-0.0568489872098629,0.0882954993952878,"Reject",0,1,0,0,0,13,6,2.5,2,5,5,2,-0.256803466826745,0.105633316271427,-0.175971056830247,0.49511002,0.34229829,0.66136919,0.669315405,0.35696822,0.3,0.470843520833333,0,0,"Lowest","Low","Low","High"
37,"Reject",37,451,0.01689,-0.09688,0.13065,0.11377,0.29101,0.77104,3,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0029589503666397,-0.0169723571059831,0.0228885059444332,"Reject",0,1,0,0,0,19,6,2.33333333333333,2,5,4,3,0.62335393084649,1.32622977656268,-0.181383240015922,1,NA,0.53667482,0.82885086,0.59046455,0.3,0.651198046,0,0,"High","Low","Highest","Highest"
38,"Reject",38,453,-0.17891,-0.30668,-0.05114,0.12777,-2.74444,0.00606,2,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.0313431503904979,-0.0537271106241009,-0.00895919015689488,"Reject",0,1,0,1,1,27,3,2.5,3,4,1,2,-0.566450551843903,-0.500956979871529,-0.360676420722937,1,0.91381418,0.04889976,0.68826406,0.09779951,0.77506112,0.587306438333333,0.5,1,"Lowest","Lowest","Lowest","Highest"
39,"Reject",39,462.5,-0.130925,-0.349021666666667,0.0871716666666667,0.218096666666667,-0.714731666666667,0.194806666666667,12,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.0229366830522382,-0.0611449253137083,0.0152715592092319,"Reject",0,1,0,0,0.5,12,4,4.66666666666667,3,4,5,3,-0.360914610202468,-0.0391254805018652,-0.0926955784424762,0.78850856,NA,0.04889976,0.68826406,0.59046455,0.3,0.483227386,0,0.416666666666667,"Lowest","Low","Low","High"
40,"Reject",40,471.5,0.263,0.2375,0.28875,0.0255,24.860035,1e-05,8,0,1,1,1,1,1,1,0,1,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,0.0460748340098426,0.0416075021952001,0.050585963195217,"Reject",0,1,0,0,0,13,3,2,2,2,5,2,-0.377054410501051,-0.645130682702172,-0.154676340640472,0.26650367,0.34229829,0.04889976,0.37408313,0.09779951,0.3,0.23826406,0,0,"Lowest","Low","Lowest","Lowest"
41,"Reject",41,479.5,-0.0730833333333333,-0.366125,0.217916666666667,0.293041666666667,-0.0806566666666667,0.402483333333333,12,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0.5,0.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0.666666666666667,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0.666666666666667,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0.333333333333333,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.0128034313772598,-0.0641412494367058,0.0381767081545432,"Reject",0,1,0,0,0.166666666666667,15.6666666666667,5,1.66666666666667,3,5,5,3,0.130876165500261,0.512567406536847,-0.152130431912486,0.78850856,0.58801956,0.66136919,0.669315405,0.59046455,0.77506112,0.693031784555556,0.0833333333333333,0.333333333333333,"Low","Low","High","Highest"
43,"Reject",43,489,-0.00751,-0.01608,0.00105666666666667,0.00857,-1.71957666666667,0.0889033333333333,6,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00131567301678296,-0.00281704688546871,0.000185116886959697,"Reject",0,1,0,0,0.666666666666667,11,4,2.5,3,5,5,2,-0.385156102031131,-0.126776750493592,0.251870832684671,0.49511002,NA,0.59168704,0.82885086,0.59046455,0.3,0.561222494,0.166666666666667,0.666666666666667,"Lowest","High","Low","Highest"
46,"Reject",46,508.5,0.00476,-0.01483,0.0243466666666667,0.01959,0.917615,0.182106666666667,24,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,0.000833901938733273,-0.00259806003180976,0.00426527994433321,"Reject",0,1,0,0.166666666666667,0.333333333333333,11,4,3.33333333333333,2,5,4,3,0.549755234978754,0.368424813005228,-0.196421185068799,0.49511002,NA,0.04889976,0.37408313,0.44254279,0.3,0.33212714,0.166666666666667,0.25,"High","Low","High","Lowest"
47,"Reject",47,532.5,0.083305,0.0058,0.160811666666667,0.077505,2.00468666666667,0.113453333333333,12,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,0.0145941598752469,0.00101609900097752,0.0281725127319879,"Reject",0,1,0,0.166666666666667,0.166666666666667,11,3,5,3,4,5,1,-1.44665927752628,-0.598421127328614,-0.0457788961572388,0.26650367,NA,0.04889976,0.37408313,0.44254279,0.3,0.28640587,0.166666666666667,0.166666666666667,"Lowest","Low","Lowest","Lowest"
48,"Reject",48,546,0.08631,-0.103571428571429,0.273214285714286,0.189881428571429,0.8409,0.372557142857143,14,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.142857142857143,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.015120604271443,-0.0181446250174557,0.0478642694425986,"Reject",0,1,0,0,0,14,5,2.5,2,5,4,2,0.208310145335,0.0975307877235006,-0.44448894638299,0.26650367,0.91381418,0.66136919,0.50977995,0.59046455,0.3,0.540321923333333,0.0714285714285714,0.0714285714285714,"Low","Lowest","Low","Highest"
49,"Reject",49,558.5,0.0203433333333333,-0.0336483333333333,0.07434,0.0539916666666667,1.4104,0.41898,12,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,0.00356393804768149,-0.00589483411802733,0.013023586160805,"Reject",0,1,0,0,0,13,4,2,2,5,4,3,-0.444113759713112,-0.107534546974558,-0.193703508646394,0.49511002,0.34229829,0.04889976,0.68826406,0.44254279,0.77506112,0.465362673333333,0,0.166666666666667,"Lowest","Low","Low","High"
52,"Reject",52,584.5,-0.0756761111111111,-0.159851111111111,0.00849944444444444,0.084175,-1.461145,0.261597222222222,36,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.333333333333333,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,-0.0132576587754937,-0.0280042335008873,0.00148901327739033,"Reject",0,1,0,0.444444444444444,0.5,10.3333333333333,4,1.5,3,4,3,2,-0.489279108345111,-0.281412442387068,0.0707744363592433,0.49511002,NA,0.04889976,0.37408313,0.44254279,0.3,0.33212714,0.222222222222222,0.25,"Lowest","Low","Lowest","Lowest"
56,"Reject",56,611,0.074,0.047,0.101,0.027,5.3701,1e-05,2,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0129640217366097,0.00823390569757644,0.017694137775643,"Reject",0,1,0,0,0,17,4,3,2,4,4,1,0.294132083322291,-0.43543394649213,-0.447465872701904,0.26650367,0.58801956,0.04889976,0.37408313,0.44254279,0.3,0.336674818333333,0,0,"High","Lowest","Lowest","Lowest"
59,"Reject",59,665.5,-0.007,-0.02925,0.01525,0.02225,-0.438169166666667,0.3557625,24,0.25,0.25,0.25,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00122632638049011,-0.00512429237561938,0.00267163961463916,"Reject",0,1,0,0.25,0.25,13,2,4,2,2,5,1,-0.393717277848282,-0.640937305274428,0.450543767183937,0.49511002,0.34229829,0.04889976,0.37408313,0.44254279,0.3,0.333822331666667,0.333333333333333,0.333333333333333,"Lowest","High","Lowest","Lowest"
60,"Reject",60,689.5,0.0159216666666667,-0.0106066666666667,0.04245,0.0265283333333333,1.38258583333333,0.219399166666667,24,0.25,0.25,0.25,0.25,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0.333333333333333,0,0.333333333333333,1,1,1,1,0.333333333333333,0,0,1,0.333333333333333,0,1,0.333333333333333,0.333333333333333,0,1,1,1,0,0.333333333333333,1,0.333333333333333,0,0.333333333333333,1,1,1,1,1,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,0.00278930855067191,-0.00185817644891406,0.00743679355025787,"Reject",0,1,0,0.0833333333333333,0.0833333333333333,20,5,6,NA,5,5,1,-0.699497663296875,-0.600786874919615,-0.624380436929894,0.26650367,0.696617766666667,0.59168704,0.50977995,0.44254279,0.3,0.467855202777778,0.125,0.166666666666667,"Lowest","Lowest","Lowest","High"
61,"Reject",61,710.5,-0.007885,-0.0871475,0.0713766666666667,0.0792625,-0.485671666666667,0.425464166666667,24,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.5,1,1,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00138136907288064,-0.0152673254633945,0.0125044413263975,"Reject",0,1,0,0.25,0.25,16.5,6,2.66666666666667,3,4,4,3,0.623649601863474,0.375187065550427,-0.188520044834821,1,0.75091687,0.44254279,0.50977995,0.44254279,0.3,0.574297066666667,0.125,0.125,"High","Low","High","Highest"
62,"Reject",62,728.5,0.04484375,0.00965625,0.08003375,0.0351875,1.1769275,0.1952225,16,0.5,0.5,0.5,0.5,0.5,0.5,1,0,1,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0.00785615337501476,0.00169167344451537,0.0140210712792215,"Reject",0,1,0,0.25,0.25,13,6,1.66666666666667,4,5,5,3,-0.0123896260906125,0.220851962938488,-0.448566150685793,0.26650367,0.34229829,0.04889976,0.37408313,0.09779951,0.3,0.224682153,0.125,0.125,"Low","Lowest","Low","Lowest"
68,"Reject",68,847,0.0193310714285714,-0.0671923214285714,0.105853928571429,0.0865233928571429,0.450688392857143,0.522806428571429,112,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.142857142857143,0,1,0,0.875,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.142857142857143,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,0.00338660040799939,-0.0117713880477468,0.0185444950122369,"Reject",0,1,0,0,0.0178571428571429,26,4,2.66666666666667,3,4,5,3,-0.17332486296346,-0.322681654732537,0.284526143254422,0.78850856,0.91381418,0.53667482,0.50977995,0.59046455,0.3,0.606540343333333,0.0625,0.133928571428571,"Low","High","Lowest","Highest"
69,"Reject",69,908.5,-0.00170833333333333,-0.0136716666666667,0.010255,0.0119633333333333,0.0274383333333334,0.01157,12,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.000299282033333895,-0.0023951322140858,0.00179656814741801,"Reject",0,1,0,0.5,0.5,13,4,3.33333333333333,2,5,5,3,-0.0502093708670102,0.054561553204202,-0.209419347242142,0.49511002,0.34229829,0.04889976,NA,0.44254279,0.3,0.325770172,0.5,0.5,"Low","Low","Low","Lowest"
70,"Reject",70,921.5,-0.01175,-0.1975,0.164,0.18575,2.40948375,0.1607375,16,0.25,0.25,0.25,0.25,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,-0.00205847642439411,-0.0345999228781138,0.028731075200054,"Reject",0,1,0,0.125,0.25,13,5,3.5,2,5,4,2,-0.566834200177428,-0.00465467497018028,0.197313975930573,NA,0.34229829,0.59168704,0.50977995,0.59046455,0.3,0.466845966,0.0625,0.125,"Lowest","Low","Low","High"
72,"Reject",72,936.5,0.0290216666666667,-0.000636666666666668,0.0586816666666667,0.0296583333333333,2.04955333333333,0.081025,12,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,0.00508429077701768,-0.000111537304130291,0.0102804108406372,"Reject",0,1,0,0.166666666666667,0.166666666666667,13,3,1.33333333333333,3,4,5,3,0.667160731990561,0.298205308262557,0.764254832121122,0.26650367,0.34229829,0.04889976,0.37408313,0.44254279,0.3,0.295721273333333,0.25,0.25,"High","Highest","High","Lowest"
