"Group.1","Group.2","u_teamid","count","AME","lower","upper","error","z","p","inv_weight","Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","Stock","Flow","ChangeFlow","main_IV_as_control","twowayfe","cluster_any","mlm_any","mlm_re","mlm_fe","hybrid_mlm","level_cyear","level_country","level_year","country_dummies_only","year_dummies_only","year_as_count","logit","ologit","lpm","listwise","multimpute","ols","mlogit","ml_glm","bayes","L2boots","weights","pseudo_pnl","stata","r","mplus","spss","mlwin","dichotomize","categorical","mmodel","unbalpanel","w1985","w1990","w1996","w2006","w2016","AU","AT","BE","BG","CA","CL","HR","CY","CZ","DK","FI","FR","DE","HU","IS","IN","IE","IL","IT","JP","KR","LV","LT","NT","NZ","NO","PH","PL","PT","RU","SK","SI","ES","SE","CH","UK","US","ZA","TW","TR","UY","VE","orig13","orig17","eeurope","allavailable","emigration_ivC","emplrate_ivC","socx_ivC","unemprate_ivC","gdp_ivC","unchange_ivC","poverty_ivC","fbunemprate_ivC","fbunempchange_ivC","fbeducrate_ivC","fbeducratechange_ivC","socxchg_ivC","gdpchange_ivC","ginin_ivC","mcp_ivC","regime_ivC","socialistdummy_ivC","targeting_ivC","socx_programspecific_ivC","conservatism_ivC","decomm_ivC","tradeunion10_ivC","subFB_ivC","socult_ivC","fract_ivC","antiimm_ivC","pop_ivC","age_iv","age2_iv","sex_iv","employed_iv","income_iv","occclass_iv","occstatus_iv","education_iv","married_iv","household_iv","reldenom_iv","relattend_iv","publice_iv","urban_iv","fb_iv","cuts_iv","taxes_iv","upol_iv","leftright_iv","trust_iv","efficacy_iv","fbXnet","netXcons","netXeduc","netXage","netXsex","netXunemp","netXinc","fbXeduc","fbXage","fbXsex","fbXunemp","fbXgini","fbXurban","fbXinc","squared_imm","fractXfb","fbXleftright","anynonlin","Hsupport","Hreject","Hnotest","Hmixed","Hsupport_stock","Hreject_stock","Hnotest_stock","Hsupport_net","Hreject_net","Hnotest_net","AME_Z","lower_Z","upper_Z","Hresult","Hsup","Hrej","Hno","AME_sup_p05","AME_sup_p10","countries","belief_strength","pro_immigrant","changemind_delib","topic_interest","pub_interest","team_size","stat","topic","belief","score_waves","score_cases","score_levels","score_mlm","score_mator","score_weight","total_score","pos_test_pct_p05","pos_test_pct_p10","stat_cat","belief_cat","topic_cat","total_score_cat"
0,"Reject",0,12.5,-0.00509875,-0.00963,-0.00057,0.00453125,-2.06072666666667,0.245984583333333,48,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,1,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.916666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00509875,-0.00963,-0.00057,"Reject",0,1,0,0.5,0.541666666666667,13,NA,NA,NA,NA,NA,2,NA,NA,NA,0.26650367,0.34229829,0.04889976,0.68826406,0.44254279,0.3,0.348084761666667,0.25,0.270833333333333,NA,NA,NA,"Low"
7,"Reject",7,115,0.03423,0.009576,0.058882,0.024654,2.676106,0.022774,10,0.4,0.4,0.4,0.4,0,0,0.2,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.2,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.03423,0.009576,0.058882,"Reject",0,1,0,0,0,15,5,3,3,4,4,3,0.362844059550594,-0.0140273044526838,0.20964397405074,1,NA,0.37041565,0.50977995,0.59046455,0.3,0.55413203,0,0,"High","Low","Low","Highest"
8,"Reject",8,123,-0.00668,-0.01894,0.00558,0.01226,-1.06709,0.28593,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00668,-0.01894,0.00558,"Reject",0,1,0,0,0,13,3,2,3,4,4,3,0.640604897299693,0.986731282900531,-0.302411887044862,0.26650367,0.34229829,0.66136919,0.50977995,0.59046455,0.3,0.445069275,0,0,"High","Lowest","Highest","High"
12,"Reject",12,138.5,-0.00716666666666667,-0.0246666666666667,0.0105,0.0175,-0.960938333333333,0.203946666666667,12,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00716666666666667,-0.0246666666666667,0.0105,"Reject",0,1,0,0.166666666666667,0.166666666666667,15,2,4,4,5,4,3,0.0611723860943912,-0.442045310545674,-0.278223352373904,0.26650367,NA,0.53667482,0.50977995,0.59046455,0.3,0.440684598,0.0833333333333333,0.0833333333333333,"Low","Lowest","Lowest","High"
13,"Reject",13,150.5,-0.0246666666666667,-0.0864066666666667,0.0370733333333333,0.06174,-0.865355,0.332631666666667,24,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.0246666666666667,-0.0864066666666667,0.0370733333333333,"Reject",0,1,0,0.166666666666667,0.166666666666667,13,4,2.66666666666667,2,1,5,3,0.548955330913805,0.260778562481638,0.297979632804078,0.26650367,0.34229829,0.66136919,0.50977995,0.44254279,0.3,0.420415648333333,0.0416666666666667,0.0416666666666667,"High","High","High","High"
20,"Reject",20,199,-0.037,-0.045,-0.03,0.008,-9.66057,1e-05,3,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.037,-0.045,-0.03,"Reject",0,1,0,1,1,13,3,2,3,4,4,2,0.351335912537265,-0.0641855098683553,0.194772397109651,0.49511002,0.34229829,0.04889976,0.37408313,0.09779951,0.3,0.276365118333333,0.333333333333333,0.333333333333333,"High","Low","Low","Lowest"
22,"Reject",22,206.5,0.000221666666666667,-0.00491,0.00535666666666667,0.00513166666666667,-2.08516833333333,0.235446666666667,6,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,0.000221666666666667,-0.00491,0.00535666666666667,"Reject",0,1,0,0.5,0.5,10,4,1.33333333333333,2,3,5,3,0.228157128311623,-0.252169259114682,0.0729773165595215,NA,NA,0.04889976,NA,0.09779951,0.3,0.148899756666667,0.5,0.5,"Low","Low","Lowest","Lowest"
23,"Reject",23,221.5,-0.00509875,-0.0175608333333333,0.00736166666666667,0.0124620833333333,-0.605837916666667,0.372669583333333,48,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,1,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00509875,-0.0175608333333333,0.00736166666666667,"Reject",0,1,0,0.208333333333333,0.25,13,4,3.5,3,2,4,2,-0.423219281063858,-0.441045366644611,0.335558445151362,0.26650367,0.34229829,0.04889976,0.68826406,0.44254279,0.3,0.348084761666667,0.104166666666667,0.125,"Lowest","High","Lowest","Low"
27,"Reject",27,264.5,-0.000936666666666667,-0.00378166666666667,0.00191,0.002845,-0.448028333333333,0.130001666666667,12,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.000936666666666667,-0.00378166666666667,0.00191,"Reject",0,1,0,0.333333333333333,0.333333333333333,26,6,1,NA,NA,NA,1,0.338470305751378,0.222079078888209,-0.69342197363567,0.26650367,0.91381418,0.04889976,0.37408313,0.44254279,0.3,0.390973921666667,0.166666666666667,0.166666666666667,"High","Lowest","Low","Low"
28,"Reject",28,279.5,-0.000846666666666667,-0.00559333333333333,0.00390083333333333,0.00474666666666667,-0.467479166666667,0.5674475,24,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,1,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.000846666666666667,-0.00559333333333333,0.00390083333333333,"Reject",0,1,0,0,0.166666666666667,25,5,4.33333333333333,3,5,5,3,0.210904800235559,0.526080957460832,-0.370345181301223,1,0.91381418,0.04889976,0.68826406,0.44254279,0.3,0.565586798333333,0,0.0833333333333333,"Low","Lowest","High","Highest"
30,"Reject",30,347.5,NA,NA,NA,NA,NA,NA,8,0.25,0.25,0.25,0.25,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject",0,1,0,NA,NA,29,5,3.5,3,5,4,2,0.262669621389877,0.168413156144777,0.0472369003572106,0.26650367,0.91381418,0.66136919,0.50977995,0.44254279,0.3,0.515668296666667,0,0,"High","Low","Low","High"
31,"Reject",31,365.5,-0.00203583333333333,-0.0168629166666667,0.0127916666666667,0.0148270833333333,-0.223836666666667,0.62015,48,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,1,0,0,0.25,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0.75,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0.75,0,1,1,1,1,1,1,0.75,0,0,0,0,0,0,1,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00203583333333333,-0.0168629166666667,0.0127916666666667,"Reject",0,1,0,0,0,26.25,3,2,2,4,4,1,0.672873723231543,1.07240493956494,0.45908132758341,0.26650367,0.91381418,0.53667482,0.50977995,0.59046455,0.3,0.519539528333333,0,0,"High","High","Highest","High"
33,"Reject",33,407.5,-0.018724,-0.041836,0.004379,0.023112,-1.578032,0.127982,20,0.4,0.4,0.4,0.4,0,0,0.2,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.018724,-0.041836,0.004379,"Reject",0,1,0,0,0.6,13,4,1,2,5,2,3,-0.208330780306316,-0.181040599812081,0.452913032901721,0.26650367,0.34229829,0.59168704,0.50977995,0.59046455,0.3,0.433455583333333,0,0.35,"Low","High","Low","High"
34,"Reject",34,428.5,-0.0011625,-0.0117025,0.0093775,0.01054,-0.1727125,0.51351,16,1,1,1,1,1,1,1,1,0,0,0.5,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.0011625,-0.0117025,0.0093775,"Reject",0,1,0,0,0,27,2,3,4,5,3,2,0.373657706584964,0.306812331124957,0.158312332792924,0.49511002,0.91381418,0.44254279,0.50977995,0.59046455,0.3,0.541951915,0.0625,0.0625,"High","Low","High","Highest"
35,"Reject",35,439,-0.008,-0.029,0.013,0.021,-0.74697,0.45508,4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.008,-0.029,0.013,"Reject",0,1,0,0,0,13,6,2.5,2,5,5,2,-0.256803466826745,0.105633316271427,-0.175971056830247,0.49511002,0.34229829,0.66136919,0.50977995,0.35696822,0.3,0.444254278333333,0,0,"Lowest","Low","Low","High"
36,"Reject",36,445.5,0.00162166666666667,-0.00635,0.00959166666666667,0.00797166666666667,0.493328333333333,0.28259,6,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,0.00162166666666667,-0.00635,0.00959166666666667,"Reject",0,1,0,0,0,13,3,6,2,3,5,1,0.251653355771123,-0.245059898499224,-0.446393426903154,0.49511002,0.34229829,0.04889976,0.68826406,0.44254279,0.3,0.38618582,0,0,"High","Lowest","Low","Low"
38,"Reject",38,452,-0.01827,-0.03757,0.00104,0.0193,-1.85482,0.06362,2,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.01827,-0.03757,0.00104,"Reject",0,1,0,0,1,22,3,2.5,3,4,1,2,-0.566450551843903,-0.500956979871529,-0.360676420722937,0.49511002,0.91381418,0.04889976,0.68826406,0.09779951,0.77506112,0.503158108333333,0.5,1,"Lowest","Lowest","Lowest","High"
39,"Reject",39,456.5,-0.0129433333333333,-0.0414533333333333,0.0155666666666667,0.02851,-0.716125,0.329213333333333,12,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.0129433333333333,-0.0414533333333333,0.0155666666666667,"Reject",0,1,0,0,0.333333333333333,12,4,4.66666666666667,3,4,5,3,-0.360914610202468,-0.0391254805018652,-0.0926955784424762,0.78850856,NA,0.04889976,0.68826406,0.59046455,0.3,0.483227386,0,0.416666666666667,"Lowest","Low","Low","High"
40,"Reject",40,467.5,0.033,0.031,0.03525,0.002,34.589875,1e-05,8,0,1,1,1,1,1,1,1,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,0.033,0.031,0.03525,"Reject",0,1,0,0,0,13,3,2,2,2,5,2,-0.377054410501051,-0.645130682702172,-0.154676340640472,0.26650367,0.34229829,0.04889976,0.37408313,0.09779951,0.3,0.23826406,0,0,"Lowest","Low","Lowest","Lowest"
41,"Reject",41,478,-0.0126666666666667,-0.026,-0.000333333333333333,0.0133333333333333,-1.93871666666667,0.239863333333333,12,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0.666666666666667,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0.666666666666667,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0.666666666666667,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.0126666666666667,-0.026,-0.000333333333333333,"Reject",0,1,0,0.333333333333333,0.333333333333333,16,5,1.66666666666667,3,5,5,3,0.130876165500261,0.512567406536847,-0.152130431912486,0.78850856,0.58801956,0.66136919,0.50977995,0.59046455,0.77506112,0.660757945444444,0.0833333333333333,0.333333333333333,"Low","Low","High","Highest"
45,"Reject",45,496.5,-0.00367,-0.01531,0.007965,0.01164,-0.842565,0.34947,6,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00367,-0.01531,0.007965,"Reject",0,1,0,0.166666666666667,0.333333333333333,13,2,2,3,3,4,2,-0.23947473748747,-0.114990182126916,0.163005821619695,0.49511002,0.34229829,0.04889976,0.68826406,0.44254279,0.3,0.38618582,0.166666666666667,0.333333333333333,"Low","Low","Low","Low"
46,"Reject",46,512.5,0.00217833333333333,0.00011,0.00424444444444444,0.00206833333333333,2.41992333333333,0.0285455555555556,24,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,0.00217833333333333,0.00011,0.00424444444444444,"Reject",0,1,0,0.166666666666667,0.222222222222222,11,4,3.33333333333333,2,5,4,3,0.549755234978754,0.368424813005228,-0.196421185068799,0.49511002,NA,0.04889976,0.37408313,0.44254279,0.3,0.33212714,0.166666666666667,0.25,"High","Low","High","Lowest"
