"","id","stata","r","mlwin","mplus","spss","socx_ivC","unemprate_ivC","emplrate_ivC","gdp_ivC","wave_str","w1985","w1990","w1996","w2006","w2016","logit","ols","ologit","mlogit","ml_glm","bayes","team","count","AME","lower","upper","error","z","p","DV","main_IV_type","main_IV_source","main_IV_source_file","main_IV_measurement","main_IV_time","main_IV_effect","main_IV_as_control","twowayfe","cluster_any","mlm_re","mlm_fe","hybrid_mlm","level_cyear","level_country","level_year","country_dummies_only","year_dummies_only","year_as_count","lpm","listwise","multimpute","L2boots","weights","pseudo_pnl","package","dichotomize","categorical","mmodel","unbalpanel","orig13","orig17","eeurope","allavailable","num_countries","emigration_ivC","unchange_ivC","poverty_ivC","fbunemprate_ivC","fbunempchange_ivC","fbeducrate_ivC","fbeducratechange_ivC","socxchg_ivC","gdpchange_ivC","ginin_ivC","mcp_ivC","regime_ivC","socialistdummy_ivC","targeting_ivC","socx_programspecific_ivC","conservatism_ivC","decomm_ivC","tradeunion10_ivC","subFB_ivC","socult_ivC","fract_ivC","antiimm_ivC","pop_ivC","age_iv","age2_iv","sex_iv","employed_iv","income_iv","occclass_iv","occstatus_iv","education_iv","married_iv","household_iv","reldenom_iv","relattend_iv","publice_iv","urban_iv","fb_iv","cuts_iv","taxes_iv","upol_iv","leftright_iv","trust_iv","efficacy_iv","fbXnet","netXcons","netXeduc","netXage","netXsex","netXunemp","netXinc","fbXeduc","fbXage","fbXsex","fbXunemp","fbXgini","fbXurban","fbXinc","squared_imm","fractXfb","fbXleftright","anynonlin","Hsupport","Hreject","Hnotest","Hmixed","Hsupport_stock","Hreject_stock","Hnotest_stock","Hsupport_net","Hreject_net","Hnotest_net","inv_weight","additionalinfo","incl_countries","AU","AT","BE","BG","CA","CL","HR","CY","CZ","DK","FI","FR","DE","HU","IS","IN","IE","IL","IT","JP","KR","LV","LT","NT","NZ","NO","PH","PL","PT","RU","SK","SI","ES","SE","CH","UK","US","ZA","TW","TR","UY","VE","u_teamid","software","indepv","wave","mator","countries","DV_str","Jobs","Unemp","IncDiff","OldAge","House","Health","Scale"
"56","t101m16",1,0,0,0,0,0,1,0,1,"0 0 1 0 0",0,0,1,0,0,1,0,0,0,0,0,101,1269,0.131,-0.12396,0.38596,0.25496,1.00707,0.3139,"OldAge","Flow","UN","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","1-year","Total",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"xtlogit",1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,48,NA,"AU 0 0 0 CA 0 0 0 0 0 0 FR DE 0 0 0 0 0 0 JP 0 0 0 0 NZ NO 0 0 0 0 0 0 ES SE CH UK US 0 0 0 0 0","AU","0","0","0","CA","0","0","0","0","0","0","FR","DE","0","0","0","0","0","0","JP","0","0","0","0","NZ","NO",0,"0","0","0","0","0","ES","SE","CH","UK","US","0","0","0",0,0,101,"stata","unemprate_ivC","w1996","logit","12","0 0 0 OldAge 0 0 0","0","0","0","OldAge","0","0","0"
"57","t101m17",1,0,0,0,0,1,1,0,1,"0 0 1 0 0",0,0,1,0,0,1,0,0,0,0,0,101,1270,0.04011,-0.36262,0.44285,0.40273,0.1952,0.84524,"Jobs","Flow","UN","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","1-year","Total",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"xtlogit",1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,48,NA,"AU 0 0 0 CA 0 0 0 0 0 0 FR DE 0 0 0 0 0 0 JP 0 0 0 0 NZ NO 0 0 0 0 0 0 ES SE CH UK US 0 0 0 0 0","AU","0","0","0","CA","0","0","0","0","0","0","FR","DE","0","0","0","0","0","0","JP","0","0","0","0","NZ","NO",0,"0","0","0","0","0","ES","SE","CH","UK","US","0","0","0",0,0,101,"stata","socx_ivC","w1996","logit","12","Jobs 0 0 0 0 0 0","Jobs","0","0","0","0","0","0"
"58","t101m18",1,0,0,0,0,1,1,0,1,"0 0 1 0 0",0,0,1,0,0,1,0,0,0,0,0,101,1271,0.23912,-0.25676,0.73501,0.49588,0.94514,0.34459,"Unemp","Flow","UN","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","1-year","Total",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"xtlogit",1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,48,NA,"AU 0 0 0 CA 0 0 0 0 0 0 FR DE 0 0 0 0 0 0 JP 0 0 0 0 NZ NO 0 0 0 0 0 0 ES SE CH UK US 0 0 0 0 0","AU","0","0","0","CA","0","0","0","0","0","0","FR","DE","0","0","0","0","0","0","JP","0","0","0","0","NZ","NO",0,"0","0","0","0","0","ES","SE","CH","UK","US","0","0","0",0,0,101,"stata","socx_ivC","w1996","logit","12","0 Unemp 0 0 0 0 0","0","Unemp","0","0","0","0","0"
"59","t101m19",1,0,0,0,0,1,1,0,1,"0 0 1 0 0",0,0,1,0,0,1,0,0,0,0,0,101,1272,0.03723,-0.2762,0.35066,0.31343,0.23282,0.8159,"IncDiff","Flow","UN","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","1-year","Total",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"xtlogit",1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,48,NA,"AU 0 0 0 CA 0 0 0 0 0 0 FR DE 0 0 0 0 0 0 JP 0 0 0 0 NZ NO 0 0 0 0 0 0 ES SE CH UK US 0 0 0 0 0","AU","0","0","0","CA","0","0","0","0","0","0","FR","DE","0","0","0","0","0","0","JP","0","0","0","0","NZ","NO",0,"0","0","0","0","0","ES","SE","CH","UK","US","0","0","0",0,0,101,"stata","socx_ivC","w1996","logit","12","0 0 IncDiff 0 0 0 0","0","0","IncDiff","0","0","0","0"
"60","t101m2",1,0,0,0,0,0,1,0,1,"0 0 1 0 0",0,0,1,0,0,1,0,0,0,0,0,101,1255,-0.00043,-0.01144,0.01058,0.01101,-0.07651,0.93901,"Unemp","Stock","OECD","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","current","Total",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"xtlogit",1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,48,NA,"AU 0 0 0 CA 0 0 0 0 0 0 FR DE 0 0 0 0 0 0 JP 0 0 0 0 NZ NO 0 0 0 0 0 0 ES SE CH UK US 0 0 0 0 0","AU","0","0","0","CA","0","0","0","0","0","0","FR","DE","0","0","0","0","0","0","JP","0","0","0","0","NZ","NO",0,"0","0","0","0","0","ES","SE","CH","UK","US","0","0","0",0,0,101,"stata","unemprate_ivC","w1996","logit","12","0 Unemp 0 0 0 0 0","0","Unemp","0","0","0","0","0"
"61","t101m20",1,0,0,0,0,1,1,0,1,"0 0 1 0 0",0,0,1,0,0,1,0,0,0,0,0,101,1273,0.13593,-0.12069,0.39255,0.25662,1.03819,0.29918,"OldAge","Flow","UN","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","1-year","Total",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"xtlogit",1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,48,NA,"AU 0 0 0 CA 0 0 0 0 0 0 FR DE 0 0 0 0 0 0 JP 0 0 0 0 NZ NO 0 0 0 0 0 0 ES SE CH UK US 0 0 0 0 0","AU","0","0","0","CA","0","0","0","0","0","0","FR","DE","0","0","0","0","0","0","JP","0","0","0","0","NZ","NO",0,"0","0","0","0","0","ES","SE","CH","UK","US","0","0","0",0,0,101,"stata","socx_ivC","w1996","logit","12","0 0 0 OldAge 0 0 0","0","0","0","OldAge","0","0","0"
"62","t101m21",1,0,0,0,0,0,1,1,1,"0 0 1 0 0",0,0,1,0,0,1,0,0,0,0,0,101,1274,-0.34927,-0.97679,0.27825,0.62752,-1.09092,0.27531,"Jobs","Flow","UN","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","1-year","Total",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"xtlogit",1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,48,NA,"AU 0 0 0 CA 0 0 0 0 0 0 FR DE 0 0 0 0 0 0 JP 0 0 0 0 NZ NO 0 0 0 0 0 0 ES SE CH UK US 0 0 0 0 0","AU","0","0","0","CA","0","0","0","0","0","0","FR","DE","0","0","0","0","0","0","JP","0","0","0","0","NZ","NO",0,"0","0","0","0","0","ES","SE","CH","UK","US","0","0","0",0,0,101,"stata","unemprate_ivC","w1996","logit","12","Jobs 0 0 0 0 0 0","Jobs","0","0","0","0","0","0"
"63","t101m22",1,0,0,0,0,0,1,1,1,"0 0 1 0 0",0,0,1,0,0,1,0,0,0,0,0,101,1275,-0.66325,-1.43412,0.10761,0.77087,-1.68637,0.09172,"Unemp","Flow","UN","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","1-year","Total",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"xtlogit",1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,48,NA,"AU 0 0 0 CA 0 0 0 0 0 0 FR DE 0 0 0 0 0 0 JP 0 0 0 0 NZ NO 0 0 0 0 0 0 ES SE CH UK US 0 0 0 0 0","AU","0","0","0","CA","0","0","0","0","0","0","FR","DE","0","0","0","0","0","0","JP","0","0","0","0","NZ","NO",0,"0","0","0","0","0","ES","SE","CH","UK","US","0","0","0",0,0,101,"stata","unemprate_ivC","w1996","logit","12","0 Unemp 0 0 0 0 0","0","Unemp","0","0","0","0","0"
"64","t101m23",1,0,0,0,0,0,1,1,1,"0 0 1 0 0",0,0,1,0,0,1,0,0,0,0,0,101,1276,-0.63345,-0.95384,-0.31305,0.32039,-3.87502,0.00011,"IncDiff","Flow","UN","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","1-year","Total",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"xtlogit",1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,48,NA,"AU 0 0 0 CA 0 0 0 0 0 0 FR DE 0 0 0 0 0 0 JP 0 0 0 0 NZ NO 0 0 0 0 0 0 ES SE CH UK US 0 0 0 0 0","AU","0","0","0","CA","0","0","0","0","0","0","FR","DE","0","0","0","0","0","0","JP","0","0","0","0","NZ","NO",0,"0","0","0","0","0","ES","SE","CH","UK","US","0","0","0",0,0,101,"stata","unemprate_ivC","w1996","logit","12","0 0 IncDiff 0 0 0 0","0","0","IncDiff","0","0","0","0"
"65","t101m24",1,0,0,0,0,0,1,1,1,"0 0 1 0 0",0,0,1,0,0,1,0,0,0,0,0,101,1277,0.10564,-0.14459,0.35587,0.25023,0.82745,0.40798,"OldAge","Flow","UN","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","1-year","Total",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"xtlogit",1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,48,NA,"AU 0 0 0 CA 0 0 0 0 0 0 FR DE 0 0 0 0 0 0 JP 0 0 0 0 NZ NO 0 0 0 0 0 0 ES SE CH UK US 0 0 0 0 0","AU","0","0","0","CA","0","0","0","0","0","0","FR","DE","0","0","0","0","0","0","JP","0","0","0","0","NZ","NO",0,"0","0","0","0","0","ES","SE","CH","UK","US","0","0","0",0,0,101,"stata","unemprate_ivC","w1996","logit","12","0 0 0 OldAge 0 0 0","0","0","0","OldAge","0","0","0"
"66","t101m25",1,0,0,0,0,0,1,0,1,"0 0 0 1 0",0,0,0,1,0,1,0,0,0,0,0,101,1278,-0.00182,-0.01395,0.01032,0.01213,-0.29402,0.76874,"Jobs","Stock","OECD","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","current","Total",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"xtlogit",1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,48,NA,"AU 0 0 0 CA 0 0 0 0 0 0 FR DE 0 0 0 0 0 0 JP 0 0 0 0 NZ NO 0 0 0 0 0 0 ES SE CH UK US 0 0 0 0 0","AU","0","0","0","CA","0","0","0","0","0","0","FR","DE","0","0","0","0","0","0","JP","0","0","0","0","NZ","NO",0,"0","0","0","0","0","ES","SE","CH","UK","US","0","0","0",0,0,101,"stata","unemprate_ivC","w2006","logit","12","Jobs 0 0 0 0 0 0","Jobs","0","0","0","0","0","0"
"67","t101m26",1,0,0,0,0,0,1,0,1,"0 0 0 1 0",0,0,0,1,0,1,0,0,0,0,0,101,1279,-0.00291,-0.01926,0.01344,0.01635,-0.34892,0.72715,"Unemp","Stock","OECD","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","current","Total",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"xtlogit",1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,48,NA,"AU 0 0 0 CA 0 0 0 0 0 0 FR DE 0 0 0 0 0 0 JP 0 0 0 0 NZ NO 0 0 0 0 0 0 ES SE CH UK US 0 0 0 0 0","AU","0","0","0","CA","0","0","0","0","0","0","FR","DE","0","0","0","0","0","0","JP","0","0","0","0","NZ","NO",0,"0","0","0","0","0","ES","SE","CH","UK","US","0","0","0",0,0,101,"stata","unemprate_ivC","w2006","logit","12","0 Unemp 0 0 0 0 0","0","Unemp","0","0","0","0","0"
"68","t101m27",1,0,0,0,0,0,1,0,1,"0 0 0 1 0",0,0,0,1,0,1,0,0,0,0,0,101,1280,-0.00338,-0.01262,0.00585,0.00924,-0.71762,0.47299,"IncDiff","Stock","OECD","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","current","Total",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"xtlogit",1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,48,NA,"AU 0 0 0 CA 0 0 0 0 0 0 FR DE 0 0 0 0 0 0 JP 0 0 0 0 NZ NO 0 0 0 0 0 0 ES SE CH UK US 0 0 0 0 0","AU","0","0","0","CA","0","0","0","0","0","0","FR","DE","0","0","0","0","0","0","JP","0","0","0","0","NZ","NO",0,"0","0","0","0","0","ES","SE","CH","UK","US","0","0","0",0,0,101,"stata","unemprate_ivC","w2006","logit","12","0 0 IncDiff 0 0 0 0","0","0","IncDiff","0","0","0","0"
"69","t101m28",1,0,0,0,0,0,1,0,1,"0 0 0 1 0",0,0,0,1,0,1,0,0,0,0,0,101,1281,-0.0026,-0.00829,0.00309,0.00569,-0.89655,0.36996,"OldAge","Stock","OECD","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","current","Total",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"xtlogit",1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,48,NA,"AU 0 0 0 CA 0 0 0 0 0 0 FR DE 0 0 0 0 0 0 JP 0 0 0 0 NZ NO 0 0 0 0 0 0 ES SE CH UK US 0 0 0 0 0","AU","0","0","0","CA","0","0","0","0","0","0","FR","DE","0","0","0","0","0","0","JP","0","0","0","0","NZ","NO",0,"0","0","0","0","0","ES","SE","CH","UK","US","0","0","0",0,0,101,"stata","unemprate_ivC","w2006","logit","12","0 0 0 OldAge 0 0 0","0","0","0","OldAge","0","0","0"
"70","t101m29",1,0,0,0,0,1,1,0,1,"0 0 0 1 0",0,0,0,1,0,1,0,0,0,0,0,101,1282,-0.00242,-0.01495,0.01012,0.01253,-0.37812,0.70534,"Jobs","Stock","OECD","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","current","Total",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"xtlogit",1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,48,NA,"AU 0 0 0 CA 0 0 0 0 0 0 FR DE 0 0 0 0 0 0 JP 0 0 0 0 NZ NO 0 0 0 0 0 0 ES SE CH UK US 0 0 0 0 0","AU","0","0","0","CA","0","0","0","0","0","0","FR","DE","0","0","0","0","0","0","JP","0","0","0","0","NZ","NO",0,"0","0","0","0","0","ES","SE","CH","UK","US","0","0","0",0,0,101,"stata","socx_ivC","w2006","logit","12","Jobs 0 0 0 0 0 0","Jobs","0","0","0","0","0","0"
"71","t101m3",1,0,0,0,0,0,1,0,1,"0 0 1 0 0",0,0,1,0,0,1,0,0,0,0,0,101,1256,-0.00319,-0.00859,0.00222,0.0054,-1.1558,0.24776,"IncDiff","Stock","OECD","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","current","Total",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"xtlogit",1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,48,NA,"AU 0 0 0 CA 0 0 0 0 0 0 FR DE 0 0 0 0 0 0 JP 0 0 0 0 NZ NO 0 0 0 0 0 0 ES SE CH UK US 0 0 0 0 0","AU","0","0","0","CA","0","0","0","0","0","0","FR","DE","0","0","0","0","0","0","JP","0","0","0","0","NZ","NO",0,"0","0","0","0","0","ES","SE","CH","UK","US","0","0","0",0,0,101,"stata","unemprate_ivC","w1996","logit","12","0 0 IncDiff 0 0 0 0","0","0","IncDiff","0","0","0","0"
"72","t101m30",1,0,0,0,0,1,1,0,1,"0 0 0 1 0",0,0,0,1,0,1,0,0,0,0,0,101,1283,-0.00489,-0.02138,0.01159,0.01649,-0.58145,0.56094,"Unemp","Stock","OECD","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","current","Total",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"xtlogit",1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,48,NA,"AU 0 0 0 CA 0 0 0 0 0 0 FR DE 0 0 0 0 0 0 JP 0 0 0 0 NZ NO 0 0 0 0 0 0 ES SE CH UK US 0 0 0 0 0","AU","0","0","0","CA","0","0","0","0","0","0","FR","DE","0","0","0","0","0","0","JP","0","0","0","0","NZ","NO",0,"0","0","0","0","0","ES","SE","CH","UK","US","0","0","0",0,0,101,"stata","socx_ivC","w2006","logit","12","0 Unemp 0 0 0 0 0","0","Unemp","0","0","0","0","0"
"73","t101m31",1,0,0,0,0,1,1,0,1,"0 0 0 1 0",0,0,0,1,0,1,0,0,0,0,0,101,1284,-0.00395,-0.01352,0.00562,0.00957,-0.80943,0.41827,"IncDiff","Stock","OECD","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","current","Total",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"xtlogit",1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,48,NA,"AU 0 0 0 CA 0 0 0 0 0 0 FR DE 0 0 0 0 0 0 JP 0 0 0 0 NZ NO 0 0 0 0 0 0 ES SE CH UK US 0 0 0 0 0","AU","0","0","0","CA","0","0","0","0","0","0","FR","DE","0","0","0","0","0","0","JP","0","0","0","0","NZ","NO",0,"0","0","0","0","0","ES","SE","CH","UK","US","0","0","0",0,0,101,"stata","socx_ivC","w2006","logit","12","0 0 IncDiff 0 0 0 0","0","0","IncDiff","0","0","0","0"
"74","t101m32",1,0,0,0,0,1,1,0,1,"0 0 0 1 0",0,0,0,1,0,1,0,0,0,0,0,101,1285,-0.00266,-0.00863,0.00332,0.00597,-0.87213,0.38314,"OldAge","Stock","OECD","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","current","Total",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"xtlogit",1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,48,NA,"AU 0 0 0 CA 0 0 0 0 0 0 FR DE 0 0 0 0 0 0 JP 0 0 0 0 NZ NO 0 0 0 0 0 0 ES SE CH UK US 0 0 0 0 0","AU","0","0","0","CA","0","0","0","0","0","0","FR","DE","0","0","0","0","0","0","JP","0","0","0","0","NZ","NO",0,"0","0","0","0","0","ES","SE","CH","UK","US","0","0","0",0,0,101,"stata","socx_ivC","w2006","logit","12","0 0 0 OldAge 0 0 0","0","0","0","OldAge","0","0","0"
"75","t101m33",1,0,0,0,0,0,1,1,1,"0 0 0 1 0",0,0,0,1,0,1,0,0,0,0,0,101,1286,-0.00288,-0.01606,0.01031,0.01318,-0.42793,0.6687,"Jobs","Stock","OECD","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","current","Total",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"xtlogit",1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,48,NA,"AU 0 0 0 CA 0 0 0 0 0 0 FR DE 0 0 0 0 0 0 JP 0 0 0 0 NZ NO 0 0 0 0 0 0 ES SE CH UK US 0 0 0 0 0","AU","0","0","0","CA","0","0","0","0","0","0","FR","DE","0","0","0","0","0","0","JP","0","0","0","0","NZ","NO",0,"0","0","0","0","0","ES","SE","CH","UK","US","0","0","0",0,0,101,"stata","unemprate_ivC","w2006","logit","12","Jobs 0 0 0 0 0 0","Jobs","0","0","0","0","0","0"
"76","t101m34",1,0,0,0,0,0,1,1,1,"0 0 0 1 0",0,0,0,1,0,1,0,0,0,0,0,101,1287,-0.00568,-0.02294,0.01158,0.01726,-0.64472,0.51911,"Unemp","Stock","OECD","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","current","Total",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"xtlogit",1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,48,NA,"AU 0 0 0 CA 0 0 0 0 0 0 FR DE 0 0 0 0 0 0 JP 0 0 0 0 NZ NO 0 0 0 0 0 0 ES SE CH UK US 0 0 0 0 0","AU","0","0","0","CA","0","0","0","0","0","0","FR","DE","0","0","0","0","0","0","JP","0","0","0","0","NZ","NO",0,"0","0","0","0","0","ES","SE","CH","UK","US","0","0","0",0,0,101,"stata","unemprate_ivC","w2006","logit","12","0 Unemp 0 0 0 0 0","0","Unemp","0","0","0","0","0"
