v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142
1950,115373,1,2,4,4,4,4,4,4,4,4,4,4,1,,,,2,5,5,5,2,1,1,1,1,,,1,,,2,3,3,2,3,3,5,3,1,1,,,4,1,1,1,3,1,1,,,,,,,1,2,42,1,,2,6,8301,,8,,,,3,2,,2,,,2,1,2,9,4,,,,,,,10,5,2,2,12,,1,,4603,,4,11644,3,5000,1,1,,,14,,,12,,,,,1,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,
1950,115377,1,1,2,2,3,4,4,4,4,4,2,2,1,1,1,1,2,2,5,5,3,4,2,2,1,2,2,1,4,4,3,2,2,3,4,2,5,5,1,1,4,4,5,2,3,3,3,2,1,1,1,3,3,3,2,1,1,49,1,,1,40,1305,,1,,,,3,2,,1,3,5,2,2,,10,4,4,1,1,4,1,,44,6,4,1,10,,2,,6599,,4,45200,10,31350,7,1,1,1,10,,1601,10,,,,6,1,,,,,,,,,,,,,,,,,,,,,3,2,1,,,,,
1950,115379,1,2,2,2,2,3,3,3,2,2,3,3,2,2,2,2,1,3,2,4,2,2,3,2,2,2,2,2,2,3,2,2,1,2,3,2,3,3,1,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,20,5,2,1,60,4601,,4,,,,3,2,,2,,1,2,2,,10,4,2,2,3,2,2,,54,5,4,,,,,,,,4,11440,3,11440,3,1,2,2,6,,,6,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,115387,1,1,2,2,2,,,4,2,2,,,1,1,1,1,1,3,4,3,1,5,1,1,1,1,3,1,1,3,2,2,2,2,2,2,,,1,1,5,1,3,2,3,2,3,1,1,1,,2,4,2,2,3,1,61,1,,3,38,6403,,6,,,,3,2,,2,,,1,2,,6,3,4,1,2,4,1,,41,5,2,1,,,,,,,3,25000,5,25000,5,1,1,1,,,4601,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,
1950,115388,1,1,1,1,1,3,4,1,4,4,4,4,4,4,4,4,1,1,1,5,3,5,4,4,2,2,2,2,4,2,1,4,2,2,4,2,2,4,2,4,1,1,4,1,3,3,3,3,2,2,3,2,3,1,1,1,1,60,1,,1,40,7105,,7,,,,3,2,,2,,4,1,2,,10,4,3,5,1,3,5,,90,6,2,1,3,,1,,8103,,3,52000,11,30000,6,1,1,1,6,,6505,96,,,,4,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,
1950,115390,1,2,2,2,2,3,4,4,2,2,2,2,2,3,3,2,,3,3,3,1,1,3,3,2,2,2,2,2,4,3,1,2,1,2,3,4,4,,2,3,2,4,3,3,3,2,2,2,2,2,2,2,2,2,4,2,26,5,2,8,,,,,,,,,,,,,,2,2,,10,4,2,2,2,2,2,,10,5,2,2,,,,,,,2,7800,2,7800,2,1,1,1,10,,9004,10,,,,10,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,
1950,115401,1,1,2,2,1,3,4,4,1,1,4,4,2,2,2,2,1,1,4,5,2,2,5,3,3,2,2,1,3,4,1,1,2,1,3,2,3,3,1,2,3,3,1,1,3,2,1,2,1,1,3,1,1,1,1,4,1,18,5,2,6,,,,,,,,,,,,,,2,2,,11,5,4,1,3,2,2,,10,6,4,2,,,,,,,3,5000,1,5000,1,1,1,1,3,,4205,12,,,,49,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,
1950,115403,1,,1,1,1,3,4,1,1,1,1,1,1,4,4,4,1,1,5,5,3,4,3,2,2,3,3,1,3,3,2,3,3,2,3,3,5,2,2,3,2,4,3,1,2,2,3,3,1,2,1,3,4,1,2,3,2,27,3,2,1,38,3401,,3,,,,1,2,,1,3,8,1,2,,15,6,3,4,1,3,4,,90,6,4,2,15,,1,,2501,,2,31700,7,31700,7,1,1,1,14,,2701,15,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
1950,115408,1,1,2,2,3,4,4,2,3,2,3,4,3,4,4,1,2,2,4,5,2,1,3,3,2,2,3,4,2,3,1,1,2,2,4,3,1,5,,3,2,2,3,2,2,3,1,1,1,1,2,1,1,1,1,2,2,40,1,,,,,,,,,,,,,,,,2,2,,15,6,2,2,2,,,,52,4,6,,15,,2,,2301,,5,,,,,,1,1,14,,6105,14,,,,49,1,,,,,,,,,,,,,,,,,,,,,4,1,3,,,,,
1950,115422,1,2,3,2,4,4,4,4,4,4,3,3,1,2,2,2,2,4,5,4,2,2,3,3,1,2,1,2,3,5,3,3,3,2,2,3,4,5,1,1,4,2,5,3,3,3,3,3,2,2,3,3,2,2,2,1,2,46,1,,2,25,,,,,,,,,1,,,,2,2,,10,4,4,1,2,4,1,,47,6,4,1,10,,1,,1601,,4,100000,15,50000,10,1,1,1,10,,4401,10,,,,1,1,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,
1950,115423,1,1,3,3,3,3,1,3,3,3,3,3,1,1,1,1,,1,4,1,,1,4,4,4,1,1,1,1,4,4,4,4,4,4,1,1,1,,3,1,3,3,3,2,2,1,1,1,1,1,1,3,3,1,2,2,45,3,2,1,40,8105,,8,,,,,,,2,,,2,2,,0,1,2,2,1,2,2,,10,,2,,,,,,,,,,,,,1,1,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,115425,1,1,1,1,3,3,3,3,4,4,3,3,1,1,1,1,1,3,4,4,2,1,1,1,1,1,1,1,1,2,2,2,2,2,4,2,4,4,2,1,3,3,3,3,3,3,2,1,1,1,1,2,1,1,1,1,1,70,1,,7,,,,,,,,,,,,,,2,2,,10,4,4,1,2,2,2,,10,1,2,1,10,,7,,5301,,3,30120,7,21360,5,1,3,3,3,,4401,3,,,,2,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
1950,115429,1,2,2,2,2,4,4,3,2,2,2,2,1,2,3,3,,3,5,4,2,4,3,4,2,2,3,2,4,4,2,3,2,2,3,3,4,4,,2,3,3,3,2,2,2,1,1,2,2,1,2,3,2,2,4,1,61,1,,1,38,3307,,3,,,,3,2,,2,,7,1,2,,10,4,4,1,3,6,95,,41,5,2,,12,,7,,5301,,2,41118,9,34329,7,1,1,1,,,5605,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,115432,1,2,1,1,2,3,4,2,2,2,2,2,1,1,3,3,1,2,4,5,2,2,2,3,2,3,2,2,4,3,2,2,2,2,4,3,4,3,1,2,3,2,3,1,3,3,4,3,2,2,1,2,3,2,2,3,1,48,1,,10,50,2701,,2,,,,,1,,1,5,1,2,2,,13,5,4,1,3,4,1,,44,5,4,1,11,,1,,3903,,4,66560,12,45000,9,1,1,1,,,5601,14,,,,2,1,,,,,,,,,,,,,,,,,,,,,3,2,1,,,,,
1950,115433,1,2,1,1,1,4,4,4,2,2,2,2,1,2,2,2,1,2,5,5,3,5,4,4,1,2,2,1,4,5,2,3,2,3,3,3,4,4,1,2,3,3,4,1,3,2,4,3,2,2,3,3,4,2,3,4,2,37,1,,2,,2817,,2,,,,,1,,2,,,2,2,,11,5,4,1,3,4,1,,90,6,4,1,14,,1,,1201,,4,134000,16,14000,3,1,1,1,14,,,14,,,,2,1,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,
1950,115440,1,1,2,2,3,3,3,3,2,2,2,2,2,2,2,2,1,2,5,4,2,4,4,4,2,2,2,2,4,4,2,2,2,2,4,2,4,4,1,1,5,3,4,2,3,3,3,3,2,1,3,3,3,2,2,2,1,67,1,,,,7399,,7,,,,,,2,,,,2,2,,6,3,4,1,1,4,1,,44,3,4,1,,,,,,,1,28000,6,28000,6,1,1,1,11,,5000,11,,,,2,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
1950,115441,1,2,1,1,1,4,4,3,2,2,2,2,2,3,3,3,1,2,4,4,2,5,4,4,2,2,3,2,4,3,1,3,2,2,3,2,5,4,1,2,3,3,4,2,3,3,3,3,2,2,2,3,4,2,3,2,1,34,1,,1,10,1601,,1,,,,3,2,,1,10,3,2,2,,12,5,4,1,2,4,1,,47,4,4,1,,,,,,,3,80000,13,80000,13,1,1,1,15,,1303,15,,,,97,1,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,
1950,115443,1,2,2,2,3,4,4,4,2,2,2,2,2,4,4,3,1,4,5,4,2,2,2,2,2,2,2,2,4,4,2,3,3,2,2,3,5,3,2,2,3,3,4,1,3,2,3,2,2,2,2,2,2,2,2,3,1,22,5,2,6,,2701,,2,,,,,2,,2,,7,2,2,,15,6,4,1,2,4,1,,10,1,4,,,,,,,,3,5000,1,5000,1,1,1,1,12,,1307,10,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
1950,115447,1,2,1,1,2,3,4,4,1,1,2,2,1,2,4,2,2,2,2,4,1,2,2,2,1,2,2,1,2,5,2,3,3,2,2,2,5,3,1,1,2,3,3,2,2,3,3,2,1,1,1,2,1,1,2,2,2,53,1,,1,50,8301,,8,,,,1,2,,2,,1,2,2,,12,5,4,1,2,4,1,,44,5,4,1,11,,1,,4919,,2,,,,,1,1,1,15,,3905,15,,,,2,1,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
1950,115462,1,2,2,2,2,3,4,3,4,2,3,2,2,3,3,3,1,2,5,5,3,3,5,5,1,3,2,2,4,4,2,2,2,1,4,4,5,1,2,2,3,3,4,1,3,3,3,3,2,2,2,3,3,2,3,3,2,44,1,,6,,6103,,6,,,,,2,,2,,7,2,2,,11,5,4,1,2,4,1,,90,6,4,1,15,,1,,2213,,3,58000,11,,,,1,1,10,,1599,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,3,2,1,,,,,
1950,115478,1,2,1,1,3,4,4,4,2,2,2,2,1,2,3,2,1,3,5,3,2,5,5,4,2,2,2,2,3,5,3,3,2,2,4,5,5,3,1,1,4,3,5,2,3,3,4,3,3,3,1,4,4,2,3,2,1,66,1,,7,,2501,,2,,,,,2,,1,30,7,2,2,,18,6,4,1,3,6,95,,90,6,6,1,15,,8,,2405,,2,31800,7,23800,5,1,1,1,15,,2000,11,,,,2,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
1950,115481,1,2,2,2,2,3,3,3,3,2,3,2,2,2,2,3,1,3,4,4,2,2,3,3,2,3,4,2,3,5,3,2,2,2,2,2,4,4,1,1,3,3,4,2,2,2,3,2,2,2,2,3,3,2,2,3,2,48,2,2,7,,,,,,,,,,,,,,2,2,,13,5,7,96,1,3,5,,44,6,4,1,14,,9,,9991,,1,,,,,1,1,1,15,,1401,11,,,,2,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
1950,115484,1,2,1,1,1,3,4,3,1,1,1,1,2,3,3,3,1,1,3,5,1,1,2,5,4,2,3,1,3,4,1,2,3,1,5,2,4,4,2,2,1,3,3,1,2,2,3,3,1,2,1,3,2,2,2,1,1,21,5,2,1,40,7105,,7,,,,3,2,,2,,4,2,1,1,12,5,2,2,3,6,95,,90,5,4,6,,,,,,,3,5000,1,5000,1,1,1,1,15,,2303,14,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,
1950,115485,1,2,2,2,2,4,4,3,2,2,2,2,2,3,3,3,1,3,4,5,3,4,4,2,2,2,2,2,4,3,2,2,3,3,3,3,4,4,1,1,3,2,5,3,3,3,3,2,2,3,3,3,3,2,3,3,2,40,1,,8,,2705,,2,,,,,2,,2,,2,2,2,,11,5,4,1,2,4,1,,44,5,4,2,14,,1,,1311,,3,63920,12,5000,1,1,1,1,11,,3201,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,
1950,115492,1,1,1,1,1,4,4,4,1,1,1,1,1,3,3,4,1,2,5,5,2,5,4,4,3,2,2,2,4,4,3,2,2,3,3,3,3,3,1,2,3,3,3,1,3,3,4,2,1,2,3,2,4,2,2,2,2,69,1,,8,,,,,,,,,,,,,,2,2,,15,6,4,1,2,2,2,,92,6,4,1,14,,7,,2701,,2,22240,5,11120,3,1,1,1,11,,5000,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
1950,115495,1,1,1,1,2,3,4,3,2,2,2,2,1,3,3,3,1,2,5,5,2,5,4,4,1,2,2,1,3,2,2,3,3,2,4,3,4,4,,1,3,2,5,2,3,3,3,3,2,2,1,2,4,2,2,2,1,47,1,,1,60,1303,,1,,,,3,2,1,1,98,7,2,2,,15,6,4,1,2,4,1,,10,1,4,1,15,,1,,6103,,2,130500,16,100500,16,1,1,1,10,,3911,6,,,,3,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
1950,115496,1,2,1,1,1,2,4,4,1,1,2,1,2,4,4,4,1,1,,5,2,5,2,4,4,3,2,1,5,,2,3,2,3,5,3,4,4,1,2,2,4,3,2,3,3,4,1,1,2,4,4,2,3,3,3,1,19,5,2,6,10,5201,,5,,,,,2,,2,,7,2,2,,12,5,4,1,3,3,4,,44,4,6,6,,,,,,,3,5000,1,5000,1,1,1,1,10,,1201,15,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,115504,1,2,1,1,1,4,4,4,2,2,2,2,1,1,3,1,1,2,4,4,1,3,3,2,4,3,4,2,4,3,1,1,1,1,4,2,3,3,2,2,2,3,3,1,2,2,3,2,1,1,2,2,2,2,2,1,2,67,1,,8,,5101,,5,,,,,2,,2,,8,2,2,,8,4,2,2,2,2,2,,90,6,4,1,15,,7,,5000,,2,38180,8,7000,2,1,1,1,6,,4703,6,,,,1,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
1950,115506,1,1,1,1,3,4,4,4,4,4,4,4,1,1,1,1,2,3,5,5,2,4,1,1,1,5,1,1,5,5,3,2,3,3,5,2,5,5,1,1,3,3,5,1,3,3,4,2,1,1,3,4,2,4,2,4,1,60,5,2,7,,1305,,1,,,,,2,2,1,4,3,2,2,,9,4,4,1,1,4,1,,44,6,4,6,,,,,,,3,8680,2,8680,2,1,2,2,12,,4103,12,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,
1950,115519,1,2,1,2,2,4,4,4,3,3,2,3,1,2,3,2,1,3,5,4,3,5,3,3,2,4,2,2,4,5,3,3,3,3,4,4,5,4,1,3,3,3,3,2,3,3,4,4,2,3,3,4,4,2,3,2,1,34,1,,1,40,6199,,6,,,,1,2,,1,,7,1,2,,15,6,4,1,2,4,3,,44,6,4,1,,,,,,,2,64500,12,47000,10,1,3,3,12,,1501,12,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,115522,1,,1,1,2,3,4,2,3,2,3,2,2,3,3,3,1,3,5,5,2,4,4,4,2,2,3,3,3,4,2,2,2,2,3,2,3,3,1,2,,,3,2,3,2,3,,2,2,3,,3,2,2,3,2,55,1,,2,20,3401,,3,,,,3,2,,1,2,1,2,2,,10,4,4,1,2,4,3,,44,5,4,1,15,,1,,2303,,3,30000,6,30000,6,1,3,3,10,,4209,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,4,,1,,,,,
1950,115527,1,2,2,3,3,3,4,2,4,3,4,4,2,4,4,4,1,3,5,5,2,4,1,1,1,2,2,2,3,4,3,2,3,2,3,2,4,5,1,3,3,3,4,2,3,2,4,1,2,2,3,3,3,2,2,2,1,30,4,2,1,38,5301,,5,,,,1,2,,2,,5,1,2,,10,4,2,2,3,2,2,,10,5,2,6,11,,8,,,,2,22500,5,22500,5,1,3,3,10,,7105,11,,,,2,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
1950,115536,1,2,1,2,3,4,4,4,2,2,2,2,1,2,2,2,2,4,5,5,3,5,4,3,1,2,1,1,2,5,3,3,2,3,2,3,5,4,1,1,3,2,5,3,3,3,3,2,1,1,1,3,4,2,2,1,1,45,1,,1,35,6103,,6,,,,,1,96,2,,1,2,2,,10,4,4,1,1,4,3,,10,1,4,1,15,,1,,6000,,4,100624,16,50000,10,1,6,6,10,,1401,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,
1950,115551,1,2,1,2,2,3,4,2,3,2,4,4,2,3,3,3,1,2,5,5,2,2,4,4,2,1,4,1,4,4,1,2,2,2,5,3,5,3,2,3,2,3,2,2,3,2,3,3,1,1,2,3,2,1,3,2,2,30,1,,8,,2603,,2,,,,,2,,2,,8,2,2,,12,5,2,2,3,2,2,,44,1,4,1,14,,1,,4303,,4,46804,10,5000,1,1,4,4,10,,4999,14,,,,1,1,,,,,,,,,,,,,,,,,,,,,3,2,1,,,,,
1950,115561,1,1,1,1,1,3,4,3,4,1,4,1,1,1,1,1,1,2,5,5,1,1,2,2,3,2,4,2,2,2,2,2,2,1,5,2,3,3,1,3,1,5,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,84,2,2,7,,2400,,2,,,,,,2,,,,2,2,,2,2,2,2,1,2,2,,40,1,4,1,3,,9,,8913,,,11986,3,11986,3,1,4,4,14,,2400,14,,,,2,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
1950,115567,1,2,1,1,1,3,3,2,2,2,2,2,2,3,3,3,1,2,4,4,1,2,2,2,2,2,4,2,2,2,2,2,3,2,4,2,3,2,2,3,2,3,3,1,2,2,1,2,1,1,2,2,2,2,2,1,1,55,1,,3,12,6201,,6,,,,3,2,,2,,4,2,2,,9,4,2,2,3,3,5,,43,5,4,1,15,,1,,2807,,2,60000,11,23000,5,1,2,2,11,,1401,12,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,115588,1,1,1,,1,,,,1,,3,3,,,,1,,2,5,5,3,5,,1,1,1,1,1,1,2,1,1,1,2,2,4,2,1,1,2,,3,3,1,1,1,,1,1,1,1,2,4,1,2,2,2,65,1,,7,,,,,,,,,,,,,,2,2,,10,4,4,1,3,4,1,,44,4,4,1,,,,,,,2,11232,3,5616,2,1,4,4,10,,1505,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
1950,115592,1,2,1,2,1,4,4,3,2,2,4,4,2,4,4,4,2,3,4,5,2,3,3,2,4,2,3,2,2,4,1,1,4,1,5,2,4,3,1,3,3,3,2,2,2,1,2,1,1,1,1,2,1,1,1,3,2,29,1,,8,,6603,,6,,,,,2,,2,,3,2,2,,12,5,2,2,3,3,5,,10,5,2,2,12,,1,,4607,,4,,,,,1,3,3,11,,4301,12,,,,1,1,,,,,,,,,,,,,,,,,,,,,3,1,2,,,,,
1950,115599,1,2,2,2,3,3,4,3,2,2,2,2,2,2,3,3,1,2,3,4,3,1,1,1,1,4,1,1,3,4,3,2,2,3,3,3,4,5,1,1,3,3,4,2,2,2,4,2,1,2,1,3,1,,3,1,1,42,1,,3,38,7201,,7,,,,,1,,2,,,2,2,,10,4,3,4,2,3,4,,44,5,2,1,,,,,,,6,,,,,1,1,1,,,4311,,,,,2,1,,,,,,,,,,,,,,,,,,,,,3,1,3,,,,,
1950,115605,1,2,2,2,2,4,4,4,3,2,3,3,2,3,3,3,1,2,3,5,2,2,4,3,2,2,4,2,2,4,2,3,2,3,4,3,3,4,2,3,2,3,3,1,2,2,2,1,2,2,2,2,2,2,2,3,1,70,1,,7,,,,,,,,,,,,,,2,2,,7,3,3,4,2,3,4,,47,5,2,1,,,,,,,2,22384,5,11192,3,1,3,3,6,,7201,6,,,,2,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
1950,115607,1,2,1,2,1,3,4,2,2,2,4,3,1,,3,1,1,2,3,4,2,2,2,2,1,3,3,1,2,4,1,1,3,3,2,2,5,5,,3,3,2,3,1,2,2,2,2,1,1,2,,2,2,2,1,2,37,1,,2,15,6403,,6,,,,3,2,,2,,8,2,2,,10,4,2,2,3,3,4,,10,4,4,1,14,,1,,9007,,2,,,,,1,3,3,3,,4203,3,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,115612,1,1,2,3,3,3,4,3,3,3,4,4,1,1,1,1,,3,4,5,3,2,3,3,2,2,3,2,2,3,3,2,2,2,2,2,2,3,,2,2,2,4,3,3,3,2,1,1,1,2,2,2,2,1,5,2,31,1,,2,20,8921,,8,,,,,,,2,,4,2,2,,8,4,4,1,3,2,2,,47,6,2,2,,,,,,,4,27144,6,11544,3,1,4,4,3,,7105,10,,,,1,1,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,
1950,115619,1,,2,2,3,4,4,2,2,2,3,3,3,4,4,4,1,3,4,3,2,2,4,2,2,1,2,1,2,4,2,3,3,3,3,3,3,4,1,2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,4,1,21,5,2,1,50,8109,,8,,,,3,2,,2,,6,1,2,,11,5,2,2,2,3,4,,10,5,4,6,,,,,,,4,20360,5,20360,5,1,2,2,10,,4705,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
1950,115620,1,1,2,3,2,4,4,4,4,,3,2,1,2,4,3,2,3,5,5,2,1,3,3,1,1,3,1,1,5,3,2,1,2,2,3,3,3,2,2,3,3,3,3,3,3,2,2,2,1,1,,1,1,1,2,2,58,1,,7,,,,,,,,,,,,,,2,2,,8,4,2,2,2,3,4,,47,5,1,1,10,,7,,8199,,2,8060,2,5200,2,1,1,1,6,,8907,6,,,,2,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
1950,115621,1,2,2,2,2,3,3,3,4,4,4,4,1,1,1,1,1,4,5,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,2,3,2,2,1,2,2,2,2,1,1,1,3,1,27,1,,1,50,8000,,8,,,,3,2,,1,6,8,1,2,,10,4,2,2,3,2,2,,49,5,2,1,10,,8,,,,4,38856,8,38180,8,1,2,2,3,,7105,6,,,,2,1,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,
1950,115622,1,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,1,2,5,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,4,3,2,2,2,1,1,1,1,1,1,1,1,1,4,2,50,1,,8,,,,,,,,,,,,,,2,2,,10,4,7,96,1,2,2,,43,,2,1,,,,,,,4,28000,6,5000,1,1,2,2,10,,4405,10,,,,6,1,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,
1950,115630,1,2,1,1,1,4,4,2,1,1,1,1,1,1,1,3,1,1,4,5,3,2,4,4,2,4,2,1,4,3,2,3,2,2,3,3,4,3,1,3,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,1,19,5,2,6,,,,,,,,,,,,,,2,2,,12,5,2,2,2,2,2,,10,1,4,6,,,,,,,3,5000,1,5000,1,1,4,4,10,,1601,11,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,
1950,115635,1,2,1,1,3,4,4,4,4,4,4,4,2,3,3,3,1,3,5,5,2,3,3,3,4,2,3,2,3,4,2,2,3,3,3,2,2,3,2,3,3,3,2,2,3,3,3,2,2,1,2,1,2,1,2,2,2,70,2,2,7,,,,,,,,,,,,,,2,2,,7,3,2,2,1,2,2,,10,1,2,2,11,,9,,7399,,3,8382,2,8382,2,1,3,3,10,,1401,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,7,1,,,,,1,
1950,115641,1,2,2,2,2,3,4,2,3,3,3,3,2,3,3,2,2,2,5,5,1,1,2,2,2,2,3,2,2,4,2,2,2,2,2,2,2,3,1,3,3,3,3,2,2,1,2,2,2,2,2,2,2,2,2,3,1,68,1,,7,,7311,,7,,,,,,,,,,1,2,,7,3,2,2,3,2,2,,10,1,2,1,3,,8,,4705,,3,,,,,1,1,1,3,,1401,3,,,,26,1,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,
1950,115643,1,,4,4,1,3,3,3,3,3,1,1,1,1,3,1,2,4,4,4,,,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,5,1,5,3,2,2,2,1,1,1,1,1,1,1,1,1,5,2,39,3,2,1,8,8103,,8,,,,3,2,,2,,5,1,2,,0,1,3,4,2,3,4,,,6,,1,11,,,,,,1,,,,,,,,,,7399,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,115645,1,1,1,1,1,3,3,2,3,3,4,4,2,4,4,4,1,3,5,5,2,3,2,2,4,2,4,1,3,3,2,1,1,1,3,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,1,3,2,2,2,1,55,1,,7,,,,,,,,,,,,,,2,2,,10,4,7,96,2,3,4,,10,4,4,1,10,,8,,3401,,2,11232,3,5616,2,1,2,2,6,,8413,6,,,,3,1,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
1950,115647,1,1,1,1,1,3,4,2,2,2,2,2,2,2,2,2,2,2,3,4,2,4,4,3,2,3,2,1,3,3,2,2,2,2,3,3,3,3,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,37,1,,1,35,4103,,4,,,,3,2,,2,,8,1,2,,11,5,4,1,3,4,1,,10,4,2,1,11,,2,,3401,,2,42400,9,37200,8,1,2,2,10,,4303,10,,,,3,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
1950,115649,1,1,1,1,1,3,4,3,3,3,4,4,2,3,3,3,1,2,5,5,2,2,3,3,3,2,3,1,3,3,2,2,2,2,3,3,3,3,2,3,2,2,2,1,3,2,2,2,1,1,2,2,1,2,2,3,1,51,1,,1,40,4309,,4,,,,1,2,,2,,7,1,2,,11,5,2,2,3,6,95,,47,1,2,1,11,,1,,6301,,4,48040,10,45040,10,1,4,4,10,,8415,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,4,1,1,,,,,
1950,115658,1,,2,2,2,4,4,4,2,2,3,2,1,1,1,1,1,2,3,3,3,1,2,2,3,1,2,1,1,3,3,3,2,2,3,3,3,3,2,3,3,3,2,3,3,3,4,2,2,2,2,2,3,2,2,4,1,59,1,,7,,,,,,,,,,,,,,2,2,,9,4,2,2,2,2,2,,41,5,2,1,,,,,,,2,11440,3,5720,2,1,2,2,12,,,6,,,,1,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
1950,115660,1,1,1,1,1,4,4,4,4,3,3,3,1,2,3,1,1,2,5,5,1,2,2,2,2,2,3,1,4,4,3,3,2,3,3,3,3,4,1,2,3,3,2,1,3,3,4,1,2,2,2,2,1,2,2,2,2,67,1,,7,,2400,,2,,,,,2,,2,,,2,2,,14,5,2,2,1,2,2,,44,5,6,1,15,,7,,1317,,2,20000,4,10000,2,1,4,4,,,,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
1950,115663,1,2,1,1,2,3,4,2,3,2,3,3,2,3,3,3,1,2,4,4,3,3,4,2,2,2,3,2,4,3,3,2,2,1,3,3,3,3,,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,4,1,58,1,,1,48,4505,,4,,,,1,2,,1,3,7,1,2,,9,4,2,2,3,3,4,,44,5,4,1,11,,8,,5601,,2,46835,10,42835,9,1,4,4,10,,3299,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
