V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141
1490,800591,8,,2,2,,,,,,2,,,,,,,1,1,1,1,1,1,1,1,1,4,1,2,4,3,1,3,1,4,2,2,2,1,4,1,3,2,1,1,2,2,3,1,1,,2,2,2,3,3,3,3,3,3,2,1,1,2,,,2,2,,,,,1,1,2,1,2,2,1,2,3,3,3,2,5,2,2,5,1,1,2,,3,3,2,2,,2,2,1,1,1,1,1,1,4,,2,43,,1,,,2,2,4,1,4,1,5,8,4,,,5,,5,,,,,,4,,,,,,,101871
1490,800592,8,2,1,1,1,1,1,3,4,1,1,4,1,4,4,1,1,1,4,4,1,1,4,4,1,4,2,2,4,4,4,3,3,3,3,3,3,1,1,1,1,1,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,4,2,2,2,3,2,5,2,2,3,3,3,2,2,3,4,2,2,2,3,3,2,2,1,1,2,2,2,,2,44,,1,,,2,1,5,1,4,1,5,8,2,,,4,,4,,,,,,4,,,,,,,103759
1490,800593,8,1,1,2,1,1,3,4,4,4,4,4,1,4,4,4,1,1,1,1,1,2,2,4,1,4,3,4,5,5,5,3,4,3,5,5,5,1,3,1,3,1,1,3,2,1,3,1,3,3,3,2,2,2,3,3,2,2,1,5,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,3,4,4,1,3,1,2,1,3,1,4,2,2,3,2,3,2,3,2,2,2,1,2,2,2,1,1,3,4,4,,2,26,,3,,,2,1,2,2,4,1,4,8,5,,,8,,6,,,,,,4,,,,,,,57769
1490,800594,8,1,1,1,4,3,4,4,4,2,4,4,4,,3,2,1,1,1,1,1,1,1,1,1,,2,1,1,1,1,,3,3,3,3,5,1,3,1,2,1,2,2,3,1,,1,,,2,2,2,2,2,2,2,2,2,2,2,1,1,2,,2,2,,2,1,2,3,2,3,1,4,2,2,3,4,2,4,4,4,2,3,4,2,,2,,3,3,2,2,2,2,2,1,1,1,1,1,1,2,,,57,,,,,2,2,6,1,4,1,6,8,3,,,8,,2,,,,,,4,,,,,,,99370
1490,800595,8,,,1,3,3,4,4,4,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,,1,2,3,3,3,,,,2,2,3,1,2,1,,3,3,,2,1,,1,1,3,2,2,2,2,2,2,2,2,2,2,1,1,,2,,,2,2,2,,,2,2,3,2,3,3,2,4,4,2,,,,2,2,,2,,,,,,2,2,2,2,2,1,1,1,1,,2,,,,57,,,,,2,2,6,2,4,1,6,8,2,,,7,,5,,,,,,4,,,,,,,95483
1490,800596,8,1,1,2,1,1,3,4,4,1,1,3,1,4,4,2,1,1,1,2,1,3,4,4,2,4,2,4,3,2,2,3,4,3,2,3,2,1,2,1,4,1,2,4,3,1,2,2,1,3,3,2,2,3,3,3,2,2,4,2,1,1,1,1,2,2,1,2,1,2,2,2,1,4,2,4,3,4,4,3,1,1,2,5,2,5,4,2,5,2,2,1,4,2,2,1,1,2,3,1,1,1,2,4,2,,2,31,,3,,,2,2,3,1,4,1,4,8,4,,,8,,4,,,,,,4,,,,,,,172715
1490,800597,8,2,1,2,2,2,3,4,4,4,1,4,3,1,4,1,1,2,4,4,1,,4,4,1,1,2,2,3,2,1,3,3,3,2,3,4,1,3,3,2,2,2,,2,3,3,1,1,1,2,2,2,2,2,,2,2,1,1,1,1,1,1,,2,1,1,2,1,,1,1,1,1,3,1,1,4,3,3,5,3,5,2,2,4,2,1,2,3,2,3,1,1,,2,1,2,1,1,1,1,1,2,,2,42,,1,,,3,2,2,2,3,1,4,12,7,,,4,,5,,,,,,4,,,,,,,116473
1490,800598,8,2,2,1,2,3,3,3,4,4,3,4,1,1,4,1,1,1,1,1,1,2,2,3,2,1,2,2,3,2,2,3,3,3,2,3,3,2,3,3,2,2,2,2,2,1,4,1,1,,2,2,2,2,2,2,2,2,2,3,1,1,1,2,,2,2,2,1,2,2,2,1,2,2,3,3,2,4,4,3,2,2,3,2,,4,1,,2,1,1,5,1,,,,,2,2,2,2,2,,2,,,54,,,,,3,2,3,2,3,1,4,8,5,,,3,,4,,,,,,4,,,,,,,94002
1490,800599,8,2,1,1,2,2,2,4,4,1,4,4,4,3,4,4,1,2,2,2,2,2,3,4,1,3,2,2,2,3,3,3,3,3,3,4,4,1,5,3,3,2,1,1,2,2,4,1,1,3,2,2,2,2,2,3,2,2,1,1,1,1,,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,3,2,2,3,1,2,2,2,3,4,1,1,2,2,2,1,1,1,1,1,1,1,,2,22,,3,,,3,2,5,2,3,1,5,13,9,,,8,,9,,,,,,4,,,,,,,59814
1490,800600,8,2,1,1,2,1,2,4,4,2,4,2,2,4,4,4,1,1,2,1,3,4,4,4,1,2,1,1,5,5,2,3,4,4,2,3,2,2,2,1,3,1,1,4,1,1,3,1,1,3,2,2,2,2,2,3,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,2,1,3,3,2,2,3,2,3,3,4,2,2,3,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,,,55,,,,,3,2,3,2,3,1,4,8,3,,,3,,3,,,,,,3,,,,,,,94002
1490,800601,8,2,1,2,1,1,1,4,4,1,4,4,4,,,,1,1,1,1,1,1,1,1,1,4,2,2,1,1,1,3,4,3,1,1,3,1,3,2,2,1,1,1,1,1,2,2,2,3,3,3,2,2,3,3,3,2,1,3,1,1,1,2,2,2,2,2,1,1,,1,1,1,1,4,2,2,3,2,2,2,3,5,2,4,5,1,4,1,1,3,4,2,2,2,1,2,2,1,1,1,2,3,2,,2,41,,1,,,3,2,4,1,3,1,5,8,3,,,3,,7,,,,,,4,,,,,,,110345
1490,800602,8,2,2,1,1,1,2,2,4,2,3,3,3,4,4,4,1,1,3,3,1,1,3,4,,2,3,4,1,1,1,3,3,3,5,5,5,1,4,1,2,1,1,1,1,1,4,2,2,3,2,2,2,2,2,3,2,2,2,2,4,1,1,2,2,2,2,2,2,1,2,1,1,4,2,4,3,5,2,2,1,3,2,4,2,2,3,2,4,2,4,2,2,2,2,2,2,2,2,1,1,1,2,1,2,,2,26,,3,,,3,1,5,1,3,1,5,8,5,,,8,,7,,,,,,4,,,,,,,60382
1490,800603,8,2,1,1,2,2,2,3,4,3,2,3,3,2,3,3,1,1,1,1,1,1,2,2,2,3,2,2,2,3,2,3,3,3,1,1,2,1,3,1,1,1,1,1,1,1,2,1,1,3,3,2,2,2,2,3,2,2,1,2,3,1,1,2,2,2,2,2,1,1,,1,1,1,1,2,1,1,2,3,2,3,2,3,2,3,3,1,2,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,,2,22,,3,,,3,2,4,2,3,2,1,12,7,,,3,,4,,,,,,4,,,,,,,63062
1490,800604,8,1,1,2,2,1,,3,4,4,4,4,4,4,4,4,1,1,1,1,1,1,3,4,1,2,2,2,2,2,2,3,4,,2,3,3,1,3,3,3,3,3,3,3,2,4,1,1,3,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,3,2,3,2,2,2,3,3,3,3,3,2,3,4,2,1,2,1,3,2,2,2,2,2,2,2,2,1,1,2,3,2,,,54,,,,,3,2,4,2,3,1,5,12,7,,,5,,10,,,,,,5,,,,,,,100935
1490,800605,8,2,2,2,2,3,2,4,4,3,4,4,4,2,3,2,1,1,2,2,2,3,4,2,1,2,2,2,2,2,2,3,4,3,4,3,3,1,4,1,3,1,1,4,1,1,3,1,1,3,2,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,4,3,2,3,,2,4,4,2,2,2,2,3,4,2,2,2,2,2,2,1,1,1,2,2,2,,2,43,,1,,,3,2,6,1,3,1,5,8,3,,,4,,4,,,,,,4,,,,,,,117868
1490,800606,8,2,,1,2,2,2,4,4,4,4,4,4,4,4,4,1,1,2,1,3,3,4,4,1,3,2,2,1,1,2,4,3,3,4,3,4,1,3,1,2,1,1,3,1,1,4,1,1,3,2,2,2,2,2,3,2,2,1,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,3,2,2,2,2,2,2,3,3,2,3,4,1,1,2,1,2,4,2,2,2,2,2,1,1,1,1,2,2,2,,2,41,,1,,,3,2,6,2,3,5,1,8,5,,,5,,4,,,,,,5,,,,,,,113257
1490,800607,8,2,2,2,1,2,2,3,4,2,2,3,3,3,3,3,1,2,2,4,1,2,2,4,1,2,2,3,2,3,3,3,4,3,3,3,3,3,4,3,3,1,3,3,3,2,3,1,1,3,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,3,2,4,2,3,3,2,2,2,2,2,2,3,2,2,2,2,,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,,2,26,,3,,,3,1,2,2,3,1,4,13,9,,,3,,8,,,,,,4,,,,,,,62575
1490,800608,8,1,1,2,1,1,1,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,2,2,2,2,2,3,3,3,3,3,3,1,3,4,2,1,4,3,4,4,2,2,1,2,2,2,2,1,2,2,2,2,3,3,3,1,1,2,2,2,2,2,1,2,2,5,3,1,3,3,4,3,2,2,2,4,3,5,3,3,3,3,3,2,2,1,4,1,2,1,1,1,2,1,1,2,3,2,2,,2,31,,3,,,3,2,2,1,3,5,2,13,9,,,3,,,,,,,,5,,,,,,,186647
1490,800609,8,2,1,2,1,1,1,3,4,,4,4,4,4,4,4,1,1,1,1,3,4,4,3,1,3,2,3,2,2,3,3,4,4,3,4,3,1,3,4,1,1,1,1,1,4,3,1,1,3,3,2,2,2,3,3,2,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,3,2,3,2,2,3,2,2,3,1,5,2,2,2,2,1,2,2,2,4,1,1,2,2,2,2,1,1,1,2,1,3,,,51,,,,,3,2,1,2,3,5,2,13,8,,,3,,,,,,,,5,,,,,,,60957
1490,800610,8,2,1,2,1,1,1,4,4,1,4,4,1,1,1,1,1,4,4,4,1,4,4,4,1,1,3,4,2,2,1,3,4,3,2,2,3,1,3,2,2,1,1,4,5,2,4,1,1,3,3,2,1,1,2,3,3,1,1,1,2,2,1,1,2,1,1,1,1,2,1,5,4,1,2,1,1,4,4,2,4,2,4,5,5,5,2,1,1,1,1,1,5,3,3,3,3,3,4,3,1,2,3,2,3,,2,12,,1,,,3,2,3,1,3,1,4,12,7,,,4,,7,,,,,,4,,,,,,,47097
1490,800611,8,2,1,1,3,3,2,4,4,2,3,4,3,4,4,4,1,1,3,1,2,3,4,4,2,2,2,2,1,4,2,3,2,3,3,4,4,1,4,1,3,1,1,3,1,1,3,2,1,3,2,2,2,2,2,2,2,2,3,3,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,3,2,2,2,3,2,3,3,3,3,3,4,3,,2,4,2,3,2,2,2,2,2,2,2,1,1,2,2,2,,2,31,,3,,,3,1,4,1,3,1,4,8,4,,,3,,4,,,,,,3,,,,,,,185754
1490,800612,8,2,1,1,2,2,2,4,4,,3,3,,4,2,2,1,1,3,3,2,2,4,4,1,4,2,4,2,2,3,3,4,4,2,4,5,1,3,3,1,1,1,1,2,4,4,1,1,2,3,2,2,2,2,3,2,2,3,3,5,1,,,2,1,2,1,1,1,,4,3,3,1,3,2,4,3,2,2,3,3,5,2,3,2,3,,1,3,3,3,2,2,2,2,2,3,2,1,1,2,2,,,,51,,,,,3,2,2,1,3,5,2,13,8,,,5,,,,,,,,4,,,,,,,49897
1490,800613,8,2,1,2,2,2,2,3,4,,2,,2,4,4,2,1,2,,2,2,2,2,2,,,,2,2,3,2,3,2,2,3,3,4,1,3,1,3,1,1,4,1,3,,2,2,1,2,2,2,2,2,3,1,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,3,1,3,2,2,3,,4,3,2,3,,4,,1,,2,1,,2,2,1,2,2,2,2,2,1,1,2,2,2,,1,53,,,,,3,2,1,1,3,5,2,8,5,,,3,,3,,,,,,3,,,,,,,73051
1490,800614,8,2,1,2,2,1,2,4,4,1,3,4,2,3,3,3,1,1,1,1,1,1,1,1,2,,2,2,1,2,1,3,4,3,3,4,4,1,5,1,3,2,2,3,3,2,3,1,1,3,2,2,2,2,2,2,2,2,1,1,3,1,2,2,2,2,2,2,1,1,2,2,1,1,1,4,3,3,1,3,2,2,2,4,2,4,4,2,3,2,4,3,5,1,1,1,1,1,3,1,1,1,2,3,2,,,56,,,,,2,2,6,1,2,1,5,8,3,,,8,,,,,,,,4,,,,,,,105645
1490,800615,8,2,2,2,3,2,4,4,4,3,4,4,2,4,4,2,1,2,2,3,1,2,3,4,2,3,3,2,2,2,2,2,4,3,3,3,3,1,2,2,3,1,1,2,2,1,4,2,2,2,3,2,2,2,3,3,2,2,2,3,2,1,1,2,2,2,2,2,1,2,1,2,2,1,1,1,1,4,4,2,5,4,4,5,3,4,3,2,2,2,1,2,5,2,2,2,1,2,2,1,1,1,1,2,2,,2,11,,1,,,2,2,3,1,2,1,5,12,7,,,8,,8,,,,,,5,,,,,,,46225
1490,800616,8,1,2,1,3,2,3,4,4,3,4,4,4,3,3,3,1,1,3,1,1,1,3,1,1,2,2,4,4,4,4,3,4,3,4,2,5,3,5,2,2,2,2,3,2,2,2,1,1,1,2,2,2,2,3,3,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,4,5,5,2,3,1,5,1,5,1,4,2,2,3,2,1,3,4,1,2,,2,2,2,1,1,1,3,2,2,,2,46,,1,,,2,2,5,1,2,1,6,8,3,,,8,,7,,,,,,5,,,,,,,110310
1490,800617,8,2,2,2,2,2,3,4,4,,2,3,2,2,4,3,1,2,2,2,2,2,2,2,1,,2,3,2,3,2,3,4,4,3,2,3,1,3,2,1,1,3,2,2,1,3,1,1,1,2,2,2,3,3,2,2,2,2,2,2,1,,2,2,2,,1,2,2,,2,1,3,1,3,3,2,4,3,2,2,1,3,2,2,3,3,3,2,,,3,,,,,,2,2,2,2,3,2,2,,,55,,,,,2,2,4,2,2,1,5,8,3,,,7,,5,,,,,,4,,,,,,,99066
1490,800618,8,2,1,2,2,1,2,3,4,3,2,4,2,4,4,2,1,1,1,1,3,3,3,3,1,3,2,2,2,2,3,3,3,3,3,3,4,1,4,1,1,1,2,3,3,3,3,1,1,3,2,2,2,2,2,3,2,2,2,1,1,1,1,2,2,,,2,2,2,2,3,2,3,2,3,2,2,2,3,3,2,3,3,2,2,3,,,2,2,3,4,1,2,1,2,3,2,1,1,1,3,2,2,,,57,,,,,2,2,6,2,2,2,1,8,3,,,8,,2,,,,,,3,,,,,,,101512
1490,800619,8,2,2,2,3,1,4,4,4,3,4,4,2,2,2,1,1,1,1,1,3,3,3,3,1,3,2,2,4,2,2,3,4,3,2,2,4,1,3,3,3,2,2,3,2,2,4,2,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,,2,1,1,1,2,2,2,4,3,2,2,2,3,2,2,3,2,2,1,2,3,3,2,2,2,2,2,3,1,1,1,2,2,3,,,55,,,,,2,2,5,2,2,1,6,8,3,,,8,,4,,,,,,4,,,,,,,93964
1490,800620,8,1,1,1,1,2,2,3,4,2,1,2,2,2,4,3,2,3,3,4,2,3,3,3,1,3,2,3,1,1,2,4,4,4,2,3,2,1,2,3,2,1,2,3,3,3,2,1,2,3,2,2,1,2,1,3,2,2,2,1,1,2,2,1,2,1,2,1,1,2,1,3,2,2,2,3,3,3,2,2,1,2,2,4,2,3,3,1,4,2,3,2,3,1,1,1,2,2,1,1,1,2,3,2,2,,2,42,,1,,,2,2,3,1,2,1,4,8,5,,,8,,5,,,,,,4,,,,,,,109078
1490,800621,8,2,1,2,1,1,1,3,4,1,1,4,1,3,3,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,3,3,4,3,2,3,4,1,4,3,2,2,2,3,3,2,3,1,1,3,2,2,2,3,3,3,2,2,3,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,4,4,2,4,3,1,2,2,3,1,3,3,2,5,2,3,1,2,1,1,,1,1,4,1,1,1,4,4,1,,,57,,,,,2,2,4,2,2,1,5,8,5,,,8,,8,,,,,,4,,,,,,,105206
1490,800622,8,1,1,1,3,1,1,4,4,2,4,4,2,4,4,4,1,1,1,1,1,2,2,2,1,3,2,2,2,2,2,3,3,4,2,2,1,2,2,1,3,1,2,1,1,1,2,1,1,1,2,2,1,3,3,2,2,2,2,1,3,1,1,2,2,1,2,2,1,1,1,2,2,1,1,2,2,3,1,2,1,2,2,3,2,2,3,3,4,2,3,2,1,2,3,3,2,2,1,2,1,1,2,1,1,,2,26,,3,,,2,1,1,1,2,5,2,12,7,,,8,,8,,,,,,4,,,,,,,78574
1490,800623,8,1,1,1,1,1,1,4,4,1,4,3,1,4,4,4,1,1,1,1,4,4,4,4,1,4,3,2,2,4,1,3,4,4,2,3,3,1,1,1,3,1,1,1,1,2,2,1,1,3,2,2,2,2,3,3,2,2,1,1,1,1,2,2,2,1,2,1,1,1,2,3,1,1,1,4,1,1,1,1,1,3,2,5,1,5,3,1,1,2,3,1,2,1,1,1,1,1,2,1,1,1,1,2,1,,2,31,,3,,,2,2,2,1,2,1,4,8,5,,,3,,4,,,,,,3,,,,,,,183192
1490,800624,8,2,1,1,1,1,2,2,4,2,2,4,2,2,4,3,1,1,2,2,2,2,2,2,1,4,2,3,3,5,4,3,4,3,2,3,4,1,3,2,2,1,1,1,2,2,3,1,1,1,2,2,2,2,3,2,2,2,1,2,1,1,1,2,2,,2,2,1,1,2,2,2,3,2,4,2,2,3,2,2,3,2,4,2,2,3,3,,2,3,2,3,1,1,,,,2,2,1,1,2,2,2,,,51,,,,,2,2,1,2,2,5,2,13,8,,,8,,8,,,,,,4,,,,,,,59828
1490,800625,8,1,1,2,1,1,1,3,4,3,3,4,2,3,4,3,1,2,3,3,1,2,3,3,1,3,2,2,2,4,4,3,4,4,2,2,2,2,4,3,3,1,2,2,2,2,2,1,1,,3,2,,2,3,3,3,2,2,1,1,,1,,2,2,2,2,1,1,,3,2,4,2,4,2,2,3,2,2,2,2,3,2,2,2,3,2,1,1,1,3,1,1,3,3,3,1,2,1,1,1,2,2,,,51,,,,,2,2,1,1,2,5,2,12,6,,,8,,15,,,,,,5,,,,,,,65816
1490,800626,8,1,1,2,1,1,1,1,3,1,1,1,1,1,3,1,3,4,4,3,3,4,4,4,1,1,1,2,1,2,4,3,4,4,2,2,4,2,3,3,2,1,2,2,2,4,2,1,2,3,2,2,1,2,3,3,2,2,4,1,2,1,1,2,1,1,2,2,1,1,2,4,2,2,2,4,2,2,1,3,2,3,2,4,2,2,2,2,3,1,3,3,2,1,1,1,1,1,2,,4,1,3,2,2,,2,31,,3,,,2,1,4,1,2,1,5,8,5,,,8,,7,,,,,,2,,,,,,,182315
1490,800627,8,2,1,2,2,1,3,4,4,1,1,3,2,3,4,2,1,1,1,1,1,1,1,1,2,3,3,2,1,1,3,3,4,4,2,2,4,1,1,2,2,1,1,2,1,2,3,1,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,,1,2,2,2,2,1,2,2,2,3,2,3,2,2,3,3,1,2,2,4,2,2,3,2,1,1,2,2,2,2,2,,2,2,4,2,1,1,2,2,2,,2,43,,1,,,2,2,3,2,2,1,5,8,3,,,4,,,,,,,,4,,,,,,,107293
1490,800628,8,,,1,1,2,1,4,,1,4,4,3,4,4,3,1,1,,2,1,3,3,3,1,4,1,2,1,2,1,3,4,4,2,2,1,1,1,1,1,1,2,1,2,1,2,1,1,3,2,2,2,3,3,3,2,2,1,1,1,1,2,,1,2,2,2,1,1,2,5,2,5,1,3,3,2,2,2,3,2,5,,3,3,3,1,5,1,4,1,1,2,2,2,2,2,1,1,1,1,2,2,2,,,55,,,,,2,1,3,2,2,1,4,8,5,,,8,,6,,,,,,4,,,,,,,92262
1490,800629,8,1,1,1,1,1,1,3,4,1,1,3,1,4,4,4,1,1,1,1,1,1,1,1,2,4,3,1,4,5,2,3,3,4,1,1,3,2,3,3,2,1,1,2,1,1,2,1,2,2,3,2,2,3,3,2,2,2,1,1,2,1,,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,2,1,3,3,2,1,2,4,4,3,2,2,2,2,2,1,1,1,1,1,2,1,,,55,,,,,2,2,2,2,2,1,4,8,5,,,8,,8,,,,,,3,,,,,,,98302
1490,800630,8,,1,2,1,2,1,3,4,1,2,,2,2,,2,2,3,3,2,2,3,3,2,1,4,2,2,3,3,3,3,4,3,2,3,3,3,2,4,3,2,3,3,3,4,2,1,2,2,3,2,2,3,3,2,2,2,2,2,3,2,2,1,2,,2,1,1,,1,2,2,3,2,3,2,2,2,2,2,3,2,5,2,3,2,3,,2,3,2,3,1,1,2,3,2,2,2,2,2,2,2,2,,2,32,,3,,,2,1,2,1,2,5,2,12,7,,,8,,5,,,,,,4,,,,,,,183192
1490,800631,8,2,1,2,1,2,2,3,4,2,4,4,4,4,4,4,1,1,1,1,1,2,2,4,1,4,2,2,3,2,3,3,4,3,1,3,3,1,3,3,1,1,2,2,3,1,2,1,1,2,3,2,2,2,3,3,3,3,2,4,2,2,2,1,2,1,,,1,1,2,3,2,2,2,3,3,2,2,3,2,2,2,5,3,3,3,2,3,2,4,2,3,1,1,1,1,2,1,1,1,1,1,1,2,,2,41,,1,,,2,2,2,2,2,1,4,8,5,,,4,,5,,,,,,4,,,,,,,114317
1490,800632,8,2,2,2,4,4,4,4,4,4,1,1,1,4,4,4,1,1,1,1,4,4,4,4,2,4,1,2,1,1,1,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,,1,2,2,2,2,2,2,,2,3,2,1,1,2,2,2,4,,2,2,2,2,1,1,,1,1,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,,,56,,,,,3,2,6,2,4,2,7,8,3,,,4,,7,,,,,,3,,,,,,,93547
1490,800633,8,2,1,2,1,1,1,2,,1,2,,1,2,,1,1,1,2,3,1,2,2,,1,3,1,1,1,1,2,3,4,3,3,3,3,1,1,1,2,1,2,2,3,1,4,1,1,2,3,2,2,3,3,3,2,2,4,1,1,1,1,1,2,2,2,2,1,1,,1,1,2,1,3,2,2,2,2,1,2,2,4,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,,,54,,,,,3,2,2,2,4,1,4,12,7,,,4,,5,,,,,,4,,,,,,,90589
1490,800634,8,1,1,2,1,1,1,3,4,1,2,3,3,3,4,3,2,3,3,4,3,4,4,4,1,4,2,2,2,2,2,3,4,3,3,3,4,1,2,2,3,2,3,3,2,2,2,1,3,2,2,2,2,3,3,3,2,2,2,3,2,2,2,1,1,1,2,2,1,1,2,4,2,4,2,3,2,2,2,2,2,4,2,5,3,3,3,,3,2,4,2,2,2,2,2,1,2,2,1,1,1,2,3,2,,2,31,,3,,,3,1,3,1,4,1,4,8,5,,,3,,4,,,,,,3,,,,,,,169212
1490,800635,8,1,1,2,1,1,1,1,4,1,1,1,1,1,3,2,2,3,4,4,2,4,4,4,1,2,2,2,2,2,3,3,4,3,3,3,3,1,2,5,1,1,2,2,1,5,1,1,1,1,2,1,1,2,2,2,1,2,2,2,3,1,1,2,2,2,2,2,2,1,2,2,2,4,1,2,2,2,2,1,3,5,1,5,2,2,2,3,,2,5,1,1,1,1,1,1,1,1,2,1,1,2,1,1,,,51,,,,,3,2,1,1,4,5,2,13,8,,,3,,,,,,,,5,,,,,,,60652
1490,800636,8,1,1,2,2,1,2,4,4,1,2,4,2,1,4,2,1,3,3,2,1,3,3,3,1,3,1,2,1,2,2,3,4,3,3,3,1,1,2,1,3,1,1,1,1,1,2,1,2,2,3,2,2,2,3,3,2,2,3,2,3,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,3,2,1,3,1,5,2,3,3,1,1,1,4,1,2,2,2,2,2,2,2,1,1,1,2,1,1,,2,26,,3,,,3,2,4,2,4,1,4,12,7,,,7,,7,,,,,,4,,,,,,,57038
1490,800637,8,1,1,2,1,1,1,4,4,1,1,,1,1,4,1,1,3,4,4,1,3,4,4,1,3,3,4,2,2,1,3,1,3,4,4,4,1,4,4,1,1,1,1,1,3,4,1,3,3,3,2,2,2,3,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,3,4,3,2,4,2,4,3,1,1,3,1,5,1,1,1,1,1,2,5,2,1,1,1,3,3,3,1,4,1,2,3,2,4,,2,42,,1,,,3,2,2,1,4,1,4,12,7,,,3,,4,,,,,,4,,,,,,,100285
1490,800638,8,2,2,2,1,1,2,4,4,4,1,3,1,1,3,1,1,1,1,1,1,2,2,1,,2,2,3,2,2,2,3,3,3,4,3,4,1,3,3,2,2,1,2,3,2,3,2,2,2,3,2,2,,1,3,1,1,1,1,4,1,2,2,2,2,2,,1,1,2,4,4,1,3,1,2,4,3,2,4,2,3,3,4,3,3,3,2,1,1,2,4,2,2,2,2,3,4,2,2,2,3,2,2,,2,12,,1,,,3,2,6,1,4,1,6,13,9,,,4,,9,,,,,,5,,,,,,,45179
1490,800639,8,2,2,2,1,1,2,4,4,3,2,3,2,2,4,2,2,4,4,2,2,4,4,4,1,3,2,4,2,4,2,3,4,3,2,3,4,1,1,4,3,2,2,2,4,3,4,2,3,3,3,2,2,3,2,,,2,2,1,1,1,2,,1,2,2,1,1,1,2,4,4,2,4,2,2,4,2,1,3,2,2,3,3,4,2,1,2,1,1,4,5,2,2,2,2,2,3,2,2,2,1,3,3,,2,26,,3,,,3,2,3,2,4,1,4,13,9,,,3,,12,,,,,,6,,,,,,,53120
1490,800640,8,2,2,1,1,1,2,4,4,1,3,4,2,4,4,4,1,1,1,1,2,3,3,3,1,3,2,2,1,1,2,3,4,3,3,3,5,2,3,2,2,3,2,2,3,1,4,1,1,3,3,3,2,2,3,3,3,2,3,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,3,2,2,2,2,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,,2,26,,3,,,3,1,5,1,4,1,5,8,5,,,4,,7,,,,,,4,,,,,,,54614
1490,800641,8,2,1,1,3,3,4,4,4,3,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,4,2,2,2,2,3,3,3,3,3,3,3,2,4,2,2,2,2,2,2,2,2,1,,,2,2,2,2,2,2,2,2,2,1,1,,,,,,,,,,,2,3,3,2,3,2,2,3,3,2,2,2,2,2,3,3,2,2,2,1,3,3,2,2,2,2,2,,2,2,1,2,3,2,,,55,,,,,3,2,2,2,4,1,4,8,3,,,4,,,,,,,,3,,,,,,,90589
