V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141
1490,101490,1,2,1,2,1,1,1,3,4,2,1,2,1,1,4,1,1,2,3,2,1,2,3,2,1,2,2,2,2,2,3,4,4,3,4,4,4,1,1,5,3,1,1,2,1,5,1,1,1,1,2,2,1,2,2,3,1,1,2,4,4,4,4,4,2,2,,3,4,3,2,2,3,4,2,4,2,3,3,3,2,3,2,4,2,3,3,3,4,2,3,3,3,1,3,3,2,3,3,3,1,1,2,2,3,41,2,5501,,3,2,2,1,2,21,2,1,5,15,12,5,,,2,,5,5,2,2,10,4,4,,,,,2,2,100000
1490,101490,1,2,2,1,1,1,1,4,4,4,2,4,1,2,4,1,1,3,3,1,1,3,3,1,2,1,3,5,1,2,2,3,5,5,2,3,5,1,4,2,1,1,3,2,3,1,2,1,1,1,2,2,2,3,3,3,2,2,1,4,4,1,4,3,5,3,4,4,2,5,4,2,1,1,2,2,2,4,5,2,2,3,3,3,4,5,5,2,5,1,1,1,4,2,2,3,3,3,4,1,2,2,3,3,4,38,2,5000,,3,1,1,1,1,,2,1,5,1,9,3,,,2,,24,24,4,1,44,5,4,,,,,4,1,100000
1490,101490,1,2,1,1,2,2,4,3,4,4,3,3,3,2,3,3,2,3,3,2,2,4,4,4,1,2,3,3,2,3,3,4,4,4,2,2,4,1,3,2,3,2,2,3,3,2,2,1,1,3,2,2,3,3,3,3,2,2,1,2,4,3,4,3,2,3,4,2,4,3,4,4,3,2,2,2,1,3,4,2,2,1,2,2,3,4,4,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3,23,2,8301,,3,2,1,1,1,52,2,1,1,18,12,6,11,5,1,,,5,,,44,5,4,1,,,,,,100000
1490,101490,1,2,2,2,1,1,4,4,4,1,4,4,4,4,4,4,1,1,1,1,2,2,1,2,1,1,2,1,1,2,4,3,3,4,2,2,4,1,1,1,4,1,,2,2,,3,1,1,1,2,2,2,3,3,3,2,2,1,1,4,2,2,4,2,2,4,4,2,2,4,,,2,,,,,,4,1,1,1,1,1,4,4,,,,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,,,,,,,,1,2,64,2,1,1,7,6,2,9,3,,,,,4,1,90,4,4,2,4919,,,4,1,100000
1490,101490,1,2,2,2,1,1,1,4,4,3,4,4,4,4,4,4,1,1,1,4,1,1,4,4,1,1,3,3,4,4,3,3,3,3,3,3,4,1,2,1,3,1,2,,3,1,3,1,2,2,2,2,2,3,3,2,2,2,1,3,1,2,2,2,2,2,4,3,,2,4,2,1,1,1,1,1,2,2,3,1,1,2,1,1,2,3,,4,2,1,3,3,3,3,3,3,3,1,1,1,1,2,1,1,,,6301,,,,,1,2,62,2,1,1,7,9,3,,,1,,1,1,4,1,,,1,2,8907,,,4,1,100000
1490,101490,1,2,2,2,1,2,1,3,4,3,4,3,2,2,4,4,1,1,3,3,3,4,4,4,2,1,2,1,1,1,1,3,1,3,3,3,5,1,2,1,3,2,1,2,4,1,1,1,1,2,2,2,2,2,3,3,2,2,1,4,1,3,2,5,4,2,2,1,1,2,2,2,2,3,1,5,1,2,2,4,2,1,1,1,2,5,3,1,4,2,1,5,4,2,2,3,3,3,1,1,1,1,1,2,1,,1,,,,,,1,1,21,1,1,5,29,11,4,,,1,,6,6,4,1,10,2,4,,,,,4,1,100000
1490,101490,1,2,2,1,1,3,4,4,4,2,4,4,2,2,4,2,1,2,4,4,2,4,4,4,2,2,2,1,2,1,1,4,4,4,3,3,3,1,3,1,3,1,2,3,2,1,1,1,1,2,2,3,2,3,2,2,1,2,1,4,1,1,2,5,5,4,4,4,1,4,5,3,2,1,4,2,1,3,5,5,1,3,3,5,1,2,5,1,5,1,1,1,1,3,3,2,3,3,1,2,1,1,2,2,1,,,1501,,,,,1,2,65,1,,1,7,8,4,8,3,1,,,,4,1,44,3,,2,6301,,,4,1,100000
1490,101490,1,1,1,2,1,1,1,3,3,1,2,2,2,4,4,2,4,4,4,2,4,4,4,4,1,2,2,1,1,1,3,3,2,4,2,1,3,1,2,1,3,2,1,1,1,1,1,1,1,1,3,,,,,,,3,2,2,4,4,2,4,2,2,2,2,2,2,4,2,2,2,1,2,1,1,2,2,1,2,1,3,1,3,3,,4,2,3,2,2,1,2,2,1,1,1,1,1,1,2,1,1,50,2,,,,,,1,1,49,1,,1,12,15,6,8,3,1,,26,16,2,2,30,3,2,1,8199,,,2,2,100000
1490,101490,1,1,1,2,1,1,1,1,4,1,1,4,1,4,4,4,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,3,4,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,3,3,2,3,1,1,1,1,1,5,5,1,5,5,5,1,5,5,1,1,1,5,1,1,5,3,3,4,1,3,2,5,4,1,4,1,2,1,1,1,2,3,2,3,1,1,1,1,1,1,1,40,2,8105,,3,2,2,1,2,41,2,1,1,9,6,2,6,2,1,,27,13,6,97,54,3,2,1,4303,,,2,2,100000
1490,101490,1,2,2,2,1,1,2,3,4,1,2,4,1,4,4,1,2,4,4,4,4,4,4,4,1,3,4,4,1,1,2,4,4,4,2,5,5,1,2,2,2,2,4,2,2,2,3,2,2,2,2,2,1,1,2,2,2,1,1,5,5,4,4,2,2,2,2,1,1,2,1,5,5,2,4,2,2,2,5,3,3,3,4,4,2,3,3,1,3,1,2,3,2,1,2,3,3,3,3,2,1,1,2,2,4,,,,,,,,1,2,,1,1,5,23,12,5,,,1,,7,7,4,1,10,1,4,,,,,4,1,100000
1490,101490,1,2,2,2,1,1,1,4,4,2,1,4,1,1,4,1,1,4,4,4,1,4,4,4,1,1,3,5,5,1,5,5,5,5,5,5,5,1,4,1,3,1,1,3,4,1,1,2,2,2,3,2,2,3,3,3,2,2,1,3,5,5,1,5,5,5,5,1,3,5,5,1,1,1,3,1,1,3,1,3,5,5,5,1,5,1,1,1,1,2,1,3,1,1,1,3,3,3,1,1,1,1,1,1,4,60,2,6103,,1,1,2,1,2,35,1,1,1,9,9,3,10,3,1,,40,20,2,2,44,3,2,1,5103,,,2,2,100000
1490,101490,1,2,1,1,1,1,3,3,4,4,2,4,2,3,4,2,1,1,3,2,2,4,4,3,1,3,2,3,2,2,3,3,3,3,4,4,5,1,3,1,3,3,2,3,2,1,3,1,2,2,2,2,2,3,3,2,2,2,1,3,4,2,2,4,3,4,4,3,2,3,4,4,2,2,2,2,2,3,3,3,2,2,3,3,3,4,4,2,3,1,1,3,2,2,2,3,3,3,2,2,1,2,2,3,3,,,5203,,,,,1,2,61,2,1,1,7,12,5,9,4,1,,16,1,4,1,47,4,4,2,6105,,,4,1,100000
1490,101490,1,2,1,1,1,2,4,4,4,4,4,4,4,4,4,4,2,2,3,2,2,4,4,4,1,3,2,3,2,2,3,3,3,3,4,3,4,1,2,2,3,2,3,3,2,2,3,1,1,3,2,2,2,3,3,2,2,2,2,2,4,2,2,4,4,4,4,4,2,4,4,2,2,2,2,3,2,2,4,3,3,2,3,3,3,4,3,2,3,1,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,28,2,5101,,3,2,2,1,2,57,2,1,1,7,10,4,8,3,1,,39,22,4,1,44,4,4,2,,,,4,1,100000
1490,101490,1,1,1,1,1,1,1,4,4,1,1,4,1,1,4,1,1,1,1,2,1,1,1,2,1,4,3,4,1,1,4,3,4,4,4,4,5,1,2,2,3,2,3,3,2,1,3,2,2,2,3,2,2,3,3,2,2,2,1,1,4,3,4,3,3,2,4,2,5,4,4,2,2,2,3,2,2,3,4,3,4,3,3,3,3,4,4,2,3,1,2,3,2,2,3,3,3,3,3,2,2,1,2,3,3,40,2,2305,,2,1,2,1,2,32,1,1,1,11,19,7,13,6,1,,61,38,4,1,10,1,4,2,2403,,,4,1,100000
1490,101490,1,2,1,1,1,1,2,4,4,4,1,4,4,1,4,4,2,4,4,4,4,4,4,4,1,1,1,3,1,1,5,3,4,4,2,2,2,1,5,2,4,2,1,3,3,1,3,2,2,2,3,2,2,3,3,3,1,2,1,1,1,5,1,3,3,3,3,3,1,3,4,1,1,1,1,1,1,3,5,4,2,3,3,3,2,5,5,1,3,1,1,3,3,2,2,2,2,2,2,1,1,1,2,2,1,,,,,,,,1,2,68,2,1,1,7,7,3,10,4,1,,,,4,1,96,5,2,2,6201,,,4,1,100000
1490,101490,1,2,1,2,1,1,3,4,4,4,4,4,4,2,4,2,1,1,1,1,1,2,4,4,1,2,2,5,1,1,2,3,4,4,2,3,3,1,4,1,3,2,2,3,5,1,3,2,1,2,3,2,2,3,3,3,2,2,1,2,5,3,3,4,4,4,4,2,2,3,3,5,3,1,2,2,1,2,4,4,1,2,3,2,2,4,3,3,3,1,1,4,3,1,1,2,3,3,4,2,2,1,1,2,3,70,2,3905,,2,1,2,1,2,64,1,1,1,7,12,6,12,6,1,,,,4,1,43,5,4,2,,,,4,1,100000
1490,101490,1,2,1,2,1,1,2,4,4,4,4,4,2,1,3,1,3,4,4,4,4,4,4,4,1,1,2,4,2,2,2,3,3,3,4,4,4,1,4,3,1,1,3,3,1,1,3,1,2,2,2,2,2,2,2,2,1,2,4,2,4,4,4,4,2,2,4,2,2,2,2,4,4,4,4,2,4,4,1,4,4,3,4,2,2,2,4,1,1,1,2,3,2,3,3,3,2,3,3,3,2,1,3,2,3,52,2,1501,,1,2,2,1,2,65,1,1,2,1,9,3,,,1,,13,13,6,97,44,3,2,,,,,2,2,100000
1490,101490,1,2,1,2,1,1,1,3,3,1,2,3,2,2,2,2,1,4,4,4,1,4,4,4,1,2,3,4,2,2,3,4,4,3,4,4,5,1,1,2,2,1,3,1,2,2,3,2,2,2,3,2,2,3,3,3,2,2,1,1,4,2,4,4,4,4,2,2,2,2,4,4,2,4,2,2,1,4,4,1,1,2,3,2,3,4,5,2,2,1,1,3,3,2,1,3,3,3,3,1,1,1,2,2,3,45,2,3207,,3,1,2,1,2,47,1,1,1,9,10,4,7,3,1,,26,26,4,1,44,4,2,2,7000,,,4,1,100000
1490,101490,1,2,1,2,1,1,1,4,4,4,3,4,2,3,2,2,1,2,2,3,1,3,3,3,1,2,2,5,5,3,4,3,3,3,3,3,5,1,2,2,2,1,1,2,2,1,3,1,1,2,2,2,2,3,3,2,2,1,1,1,5,3,2,2,3,4,4,2,2,4,4,4,4,2,2,2,2,3,4,3,2,3,3,3,3,3,3,2,3,1,1,3,3,2,2,3,3,3,3,2,2,2,2,3,4,45,2,2605,,3,2,2,1,2,25,1,1,1,7,16,7,15,7,1,,47,28,4,1,10,3,4,1,2807,,,4,1,100000
1490,101490,1,2,2,2,1,1,1,4,4,4,4,4,4,4,4,4,4,,,,4,,,,1,3,1,2,2,4,3,3,4,4,2,2,4,1,2,1,2,1,1,2,2,1,3,,,2,2,2,2,2,3,3,2,2,2,2,2,2,2,4,4,4,4,2,4,2,2,2,2,2,2,2,2,3,4,3,2,2,3,3,3,3,3,3,,2,2,3,2,2,2,2,2,2,2,1,1,1,2,2,1,,,,,,,,1,2,81,2,,3,,11,5,,,,,5,5,,,20,5,4,,,,,,,100000
1490,101490,1,2,2,1,4,4,4,4,4,4,4,4,3,4,4,3,2,4,4,4,3,4,4,4,1,3,2,4,4,4,4,3,4,,4,4,4,1,4,2,3,2,2,3,3,1,4,1,2,2,2,2,2,3,2,2,2,2,1,2,4,4,2,4,4,2,2,2,4,2,4,2,2,2,4,2,1,2,4,2,2,1,2,3,2,4,3,3,2,1,1,4,2,1,1,3,3,3,3,1,2,2,2,4,3,,,5401,,,,,1,2,59,2,1,1,7,9,4,10,4,1,,9,5,4,1,47,4,4,2,2211,,,4,1,100000
1490,101490,1,2,1,2,1,1,2,3,3,3,2,3,1,2,4,2,2,3,4,4,3,4,4,4,1,1,3,4,2,2,2,3,4,3,4,3,5,1,3,3,2,2,4,2,3,3,3,1,1,2,2,2,2,2,3,3,1,2,1,1,3,2,3,4,3,3,3,3,2,3,3,3,3,2,3,2,2,4,3,3,3,3,1,3,3,4,3,2,2,1,1,2,2,1,1,3,3,3,3,2,2,2,2,2,3,,,,,,,,1,2,24,1,1,5,23,15,7,,,1,,7,7,4,1,10,1,4,,,,,4,1,100000
1490,101490,1,2,2,2,1,1,1,3,4,2,2,3,1,1,3,1,1,2,2,2,1,2,2,2,1,2,2,4,2,2,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,2,2,4,4,3,4,2,2,4,4,2,2,4,2,4,1,4,2,2,2,3,1,5,2,2,3,3,4,2,2,2,3,2,2,3,2,3,2,2,1,1,2,2,2,10,2,5301,,3,2,2,1,2,41,2,1,1,10,12,4,11,5,1,,63,18,2,2,96,5,4,1,1601,,,2,2,100000
1490,101490,1,2,1,2,2,2,2,4,4,3,2,3,2,4,4,3,1,4,4,3,4,4,4,4,1,2,2,2,1,1,2,3,4,4,2,3,3,1,4,1,4,2,2,3,4,3,2,2,1,2,2,2,3,3,3,2,2,2,1,2,2,2,3,4,4,4,4,3,2,4,3,2,2,2,2,2,4,3,3,4,2,3,1,4,2,4,5,2,2,1,3,3,2,2,2,3,3,3,3,2,3,3,3,3,2,37,2,5301,,3,1,2,1,2,58,2,1,2,1,9,3,,,1,,25,25,2,2,,,2,,,,,3,4,100000
1490,101490,1,2,1,2,1,1,1,4,4,4,1,4,1,3,4,1,1,2,4,4,1,3,4,4,1,3,2,2,2,2,3,4,4,3,2,3,4,1,1,1,1,1,4,1,1,1,2,1,2,2,3,3,3,3,3,2,2,2,1,2,5,2,4,4,4,4,4,4,2,4,4,1,1,4,2,4,1,3,4,2,2,3,1,4,2,3,2,2,3,1,2,3,2,2,2,3,3,3,2,1,1,1,2,2,1,13,2,2403,,3,2,1,1,1,45,2,1,1,10,14,6,11,5,1,,57,7,6,97,47,2,4,1,1301,,,2,2,100000
1490,101490,1,2,1,1,2,2,4,4,4,4,4,4,2,3,4,2,1,3,4,1,1,4,4,2,1,3,1,2,2,2,2,3,3,4,3,3,4,1,3,1,3,2,2,2,1,1,3,1,2,2,3,2,2,3,3,3,1,2,1,1,4,2,4,4,2,2,4,4,2,3,3,2,2,2,4,2,2,4,4,4,1,2,3,3,2,3,4,2,4,1,1,4,2,2,1,3,2,3,3,1,1,1,2,2,1,,,8921,,,,,1,2,61,2,1,1,7,9,3,9,3,1,,14,2,4,1,47,1,4,2,5301,,,4,1,100000
1490,101490,1,1,1,2,1,1,1,1,3,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,4,2,1,2,2,2,4,4,4,2,2,3,1,1,3,1,1,2,1,1,2,1,1,1,1,2,2,1,2,2,3,2,2,1,3,4,2,4,4,4,2,4,2,2,4,2,2,2,4,2,4,2,2,2,2,2,3,2,5,2,2,2,2,5,2,4,1,4,1,1,2,2,2,2,2,2,2,2,2,2,42,2,2905,,3,2,1,1,1,40,1,1,1,11,17,8,15,7,1,,50,36,2,2,10,1,4,1,2405,,,2,2,100000
1490,101490,1,1,1,1,2,1,2,4,4,4,4,4,3,2,3,2,1,4,4,4,4,4,4,4,1,1,3,4,2,1,1,4,4,4,4,2,5,1,5,1,2,2,3,4,3,3,2,1,2,2,2,2,2,2,3,1,1,2,2,1,4,2,2,4,4,2,4,5,2,3,4,4,2,4,2,4,4,2,4,2,2,3,2,4,2,3,4,,4,1,4,2,3,2,2,2,2,3,3,1,1,1,3,2,3,,,,,,,,1,2,75,2,1,1,7,6,2,8,3,1,,9,4,2,2,44,5,2,2,,,,2,2,100000
1490,101490,1,2,1,2,1,1,1,3,4,3,2,4,2,4,4,3,1,3,1,1,1,4,4,4,2,3,3,4,2,2,2,2,3,3,3,3,5,1,4,1,2,2,3,3,2,1,3,1,3,3,2,2,2,3,3,3,2,2,1,2,4,2,4,4,4,4,4,2,2,4,4,2,2,2,2,2,2,4,4,3,2,3,3,3,2,5,3,2,3,1,1,3,3,3,3,3,3,3,3,2,2,2,3,4,4,37,2,5905,,3,1,1,1,2,30,1,1,1,3,13,4,13,4,1,,29,28,4,1,10,1,2,2,5101,,,4,1,100000
1490,101490,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,1,2,2,1,2,2,3,4,5,5,2,2,3,1,1,5,1,1,5,1,1,5,1,1,1,1,2,2,2,2,3,3,2,1,4,5,5,4,4,3,5,3,3,3,3,3,3,3,3,5,1,5,2,4,2,1,1,3,2,4,2,2,2,3,5,2,5,1,3,1,1,2,2,2,1,2,1,1,2,1,2,50,2,2799,,3,2,2,1,1,23,1,1,1,,12,5,9,3,2,,33,33,2,2,96,5,2,1,5101,,,2,2,100000
1490,101490,1,2,1,2,2,2,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,4,3,1,3,3,3,2,3,4,3,4,3,3,4,4,1,1,1,1,1,1,1,1,1,3,1,1,3,3,2,2,3,3,3,2,2,1,2,2,4,4,2,2,4,2,2,3,2,4,2,2,3,2,2,2,2,5,3,3,3,3,4,3,2,3,,2,1,1,4,3,2,2,3,2,3,3,2,2,1,2,2,2,,,7203,,,,,1,2,66,1,1,1,7,8,3,8,3,1,,10,5,4,1,44,4,2,2,8105,,,4,1,100000
1490,101490,1,2,1,2,1,2,1,4,4,2,2,4,2,2,4,2,1,4,4,4,1,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,65,2,1,,,9,3,,,1,,10,10,2,2,10,1,2,,,,,2,2,100000
1490,101490,1,2,2,2,1,1,4,4,4,4,1,4,1,4,4,4,1,1,1,1,4,4,4,4,1,3,2,1,3,4,4,3,3,3,3,3,5,1,1,1,3,1,1,1,3,1,2,1,1,2,3,2,2,2,3,3,2,2,1,1,2,2,1,4,4,3,4,3,4,4,5,5,2,4,2,2,1,3,4,2,2,2,3,2,2,4,5,3,3,1,1,3,2,2,3,,2,2,4,1,1,1,2,3,1,48,2,3305,,3,1,2,1,2,48,1,3,3,1,7,4,,,1,,17,17,2,2,44,5,6,,,,,2,2,100000
1490,101490,1,2,2,2,1,1,1,3,4,3,2,4,2,2,4,2,1,2,3,4,1,3,3,4,1,3,2,3,2,2,3,3,3,3,3,3,4,1,2,2,3,2,3,3,3,2,3,2,2,2,2,2,2,3,3,3,2,2,1,1,2,2,3,4,3,3,4,3,3,3,3,2,2,2,3,2,2,4,4,3,3,3,3,3,3,4,5,2,3,1,2,3,3,2,1,2,2,3,2,2,2,2,2,2,2,36,2,2211,,3,1,1,1,2,28,1,2,1,7,16,7,13,4,1,,50,33,4,3,44,5,4,1,5101,,,4,1,100000
1490,101490,1,2,2,2,1,1,2,4,4,4,2,4,2,2,3,2,1,1,1,2,2,3,3,4,2,3,3,5,1,1,3,3,3,4,3,3,3,1,2,1,3,1,2,2,2,1,3,2,1,2,3,2,3,3,3,3,3,3,1,3,5,5,1,2,2,2,4,1,3,2,4,2,2,2,2,2,2,3,4,3,2,1,1,3,3,5,5,2,1,1,1,4,3,3,3,3,3,3,3,1,1,2,2,4,4,60,2,1601,,2,1,2,1,2,46,1,1,1,,12,5,,,1,,70,60,4,1,,,4,1,,,,4,1,100000
1490,101490,1,2,1,2,1,1,3,4,4,4,3,4,2,3,4,2,2,4,4,2,2,4,4,2,1,1,2,5,4,2,4,3,4,4,3,3,3,1,1,3,2,1,1,1,3,3,2,1,1,3,2,2,3,3,3,3,2,2,1,1,5,2,4,3,2,4,3,2,2,3,3,2,2,2,2,2,2,3,4,2,3,2,3,3,3,2,4,3,3,1,1,3,3,2,3,2,3,3,2,2,2,2,2,3,4,,,,,,,,1,2,,2,1,1,8,15,6,15,7,1,,,,4,1,44,4,4,1,2209,,,4,1,100000
1490,101490,1,2,2,2,2,1,2,4,4,3,4,4,1,4,4,4,1,1,1,1,2,2,4,4,1,3,,3,2,1,4,4,4,4,3,2,5,1,2,1,2,1,1,2,1,1,3,1,1,2,2,2,2,3,3,3,2,2,1,3,3,4,4,2,2,4,3,2,2,3,3,2,2,2,2,2,2,2,3,3,3,3,2,2,2,3,3,3,2,2,3,3,4,1,2,2,2,3,4,1,1,1,1,1,2,,,4103,,,,,1,1,75,1,1,1,7,10,4,10,4,1,,11,5,2,2,10,1,2,2,,,,2,2,100000
1490,101490,1,1,1,2,1,1,1,3,4,2,1,3,1,1,4,1,1,3,4,2,1,3,4,2,1,2,3,3,2,3,4,3,4,4,2,3,4,1,3,2,1,1,2,1,1,2,2,1,1,1,3,2,2,3,3,2,1,2,1,2,4,3,4,2,4,3,3,2,3,2,3,2,2,2,2,1,1,2,2,3,2,2,2,3,2,3,2,3,4,1,2,3,3,3,3,3,3,3,2,2,1,1,1,1,2,40,2,2405,,3,1,2,1,1,36,2,1,1,9,16,7,10,4,1,,73,33,4,1,44,1,4,1,6103,,,4,1,100000
1490,101490,1,2,1,2,1,1,1,4,4,4,4,4,4,3,3,3,1,3,3,3,1,3,3,3,1,1,2,2,2,2,2,3,4,4,3,3,3,1,2,1,2,2,2,2,2,2,1,1,2,3,2,2,2,2,3,2,2,2,1,1,4,3,3,4,3,3,4,2,4,4,4,4,4,2,2,2,2,4,1,3,3,2,2,3,3,3,4,3,3,2,1,3,3,1,3,3,3,3,3,3,2,2,2,2,2,,,5203,,,,,1,2,41,2,1,1,11,10,3,9,3,1,,50,1,4,1,90,1,4,1,2701,,,4,1,100000
1490,101490,1,2,2,1,1,1,3,4,4,4,2,4,2,2,4,4,2,2,3,3,2,2,3,3,1,2,2,2,4,4,4,3,4,4,4,4,4,1,3,2,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,4,2,4,2,4,4,5,2,2,2,2,2,2,4,4,4,3,2,3,3,3,3,3,,,,,,,,,,,,,,,,,,,40,2,2707,,3,2,2,1,2,21,1,2,5,25,12,5,,,2,,12,12,4,1,49,1,6,,,,,4,1,100000
1490,101490,1,2,1,2,1,1,1,4,4,4,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,3,2,5,2,2,3,3,4,4,4,4,4,1,2,2,2,2,3,2,2,2,3,3,1,3,2,2,2,2,2,3,2,2,2,2,4,4,4,4,2,4,4,3,4,2,3,5,5,1,4,1,1,5,3,3,4,3,3,3,3,3,4,3,2,1,2,3,3,3,1,3,3,3,4,4,2,2,3,3,3,18,2,3901,,3,2,1,1,2,38,2,1,3,2,15,7,,,1,,16,16,6,97,47,2,4,,,,,3,4,100000
1490,101490,1,1,1,2,1,1,1,4,4,2,2,2,2,2,4,2,1,1,1,1,1,1,1,1,2,2,3,5,4,4,4,3,3,4,2,2,4,1,1,2,2,1,4,2,3,2,3,1,1,3,3,3,3,3,3,2,2,2,1,4,4,2,3,2,4,4,4,2,2,4,4,2,2,2,2,2,2,3,3,3,2,2,2,2,2,3,3,1,1,1,2,2,3,1,3,,3,3,3,3,2,2,2,2,3,,,2705,,,,,1,2,31,2,1,1,8,12,5,12,5,1,,60,1,2,2,44,4,4,1,1303,,,2,2,100000
1490,101490,1,2,1,1,2,2,4,4,4,3,2,4,2,3,4,3,1,2,2,2,1,3,3,3,1,3,3,3,2,2,3,3,4,3,3,3,3,1,3,1,3,1,2,3,2,2,2,1,1,2,3,2,2,3,2,2,2,2,1,5,2,2,2,4,4,2,4,4,3,2,3,2,2,3,3,4,2,2,4,3,2,2,3,1,1,5,5,2,4,2,3,2,3,2,3,2,3,3,2,1,1,1,2,2,3,40,2,,,,,,1,1,42,1,1,5,1,10,4,,,1,,23,23,2,2,44,4,2,,,,,2,2,100000
1490,101490,1,2,2,1,2,2,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,4,4,4,1,1,2,3,2,2,4,3,3,3,3,3,4,1,1,1,3,2,2,2,,2,2,1,1,3,3,2,2,3,3,3,1,2,1,5,5,1,3,4,4,4,4,4,2,3,5,1,1,1,4,1,1,2,5,4,2,2,4,2,1,4,5,2,3,1,1,4,2,3,3,3,3,3,4,1,1,1,1,2,2,,,7427,,,,,1,2,59,2,3,1,7,6,2,8,3,1,,11,5,4,1,10,4,2,2,8919,,,2,2,100000
1490,101490,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2,,,,,,1,2,24,2,,,,10,3,,,1,,,,2,2,30,5,,,,,,2,2,100000
1490,101490,1,2,1,2,1,1,1,3,4,1,1,2,1,1,4,1,3,4,4,4,3,4,4,4,1,3,2,1,2,2,4,3,4,4,4,4,5,1,2,4,1,2,4,3,2,3,1,1,1,1,3,2,3,2,2,2,1,2,1,4,5,4,4,4,3,3,4,2,4,3,2,2,2,4,4,4,2,4,2,2,3,3,2,3,3,3,2,2,3,2,3,2,3,1,2,1,2,1,2,1,1,2,2,2,1,,,,,,,,1,2,22,1,1,5,,15,7,,,1,,7,7,2,2,10,2,2,,,,,2,2,100000
1490,101490,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,1,1,2,1,3,2,3,2,2,3,3,3,2,2,1,5,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,1,1,1,1,1,5,4,2,2,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,38,2,4103,,3,2,2,1,,22,1,,,,11,5,,,,,,,,,10,3,,,,,,,,100000
1490,101490,1,2,2,1,1,1,2,4,4,4,4,4,4,4,4,4,1,1,1,1,2,2,2,3,1,3,1,2,2,2,1,3,4,3,2,2,4,1,3,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,4,5,4,4,5,4,2,3,2,2,2,2,2,2,4,4,2,1,2,2,4,3,3,2,3,4,2,1,2,2,1,1,2,2,2,3,1,1,2,2,3,1,1,,,5503,,,,,1,2,,1,1,1,7,7,3,8,3,2,,15,8,6,97,10,5,4,2,5101,,,2,2,100000
1490,101490,1,2,2,2,1,1,2,4,4,4,1,2,2,3,4,4,1,1,4,1,1,4,4,4,2,2,2,4,1,3,4,3,3,4,1,1,4,1,3,2,2,1,1,2,1,1,2,1,1,1,2,2,2,3,3,2,1,3,1,4,4,1,1,4,4,4,4,4,2,1,3,2,1,1,1,4,1,1,2,1,1,1,1,1,1,2,2,1,3,2,2,2,3,2,1,2,2,2,1,1,1,1,1,1,1,,,,,,,,1,2,63,2,1,,,8,3,,,2,,,,4,1,10,,2,,,,,4,1,100000
1490,101490,1,2,1,1,1,2,4,4,4,4,1,4,2,1,1,1,1,1,4,1,1,4,4,4,1,3,2,4,2,1,5,3,1,3,2,2,5,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,2,3,3,2,1,2,1,5,5,4,5,4,5,4,4,1,1,2,2,1,1,5,1,5,1,4,5,2,2,2,2,4,1,2,2,1,4,2,3,1,2,2,2,3,3,2,2,2,,1,2,2,4,,,7411,,,,,1,2,65,1,,1,7,6,2,8,3,1,,,,2,2,44,3,,2,,,,2,2,100000
